subcarrier_1,subcarrier_5,subcarrier_6,subcarrier_7,subcarrier_8,subcarrier_9,subcarrier_10,subcarrier_11,subcarrier_13,subcarrier_14,subcarrier_15,subcarrier_16,subcarrier_17,subcarrier_18,subcarrier_19,subcarrier_20,subcarrier_21,subcarrier_24,subcarrier_25,subcarrier_26,subcarrier_30,subcarrier_31,subcarrier_32,subcarrier_33,subcarrier_34,subcarrier_38,subcarrier_39,subcarrier_40,subcarrier_41,subcarrier_45,subcarrier_47,subcarrier_48,subcarrier_52,subcarrier_53,subcarrier_76,subcarrier_77,subcarrier_78,subcarrier_79,subcarrier_80,subcarrier_81,subcarrier_82,subcarrier_83,subcarrier_84,subcarrier_85,subcarrier_86,subcarrier_87,subcarrier_89,subcarrier_92,subcarrier_93,subcarrier_94,subcarrier_95,subcarrier_96,subcarrier_97,subcarrier_98,subcarrier_99,subcarrier_100,subcarrier_101,subcarrier_102,subcarrier_103,subcarrier_104,subcarrier_105,subcarrier_106,subcarrier_109,subcarrier_111,subcarrier_113,subcarrier_114,subcarrier_116,subcarrier_117,subcarrier_118,subcarrier_120,subcarrier_121,subcarrier_122,subcarrier_123,subcarrier_124,subcarrier_125,subcarrier_127,timestamp
-96.0,-12.0,5.0,-9.0,1.0,0.0,6.0,-1.0,-7.0,12.0,-5.0,16.0,-9.0,9.0,-1.0,14.0,3.0,24.0,-2.0,25.0,15.0,4.0,18.0,5.0,25.0,19.0,9.0,6.0,20.0,17.0,18.0,9.0,-3.0,8.0,8.0,-8.0,10.0,-7.0,9.0,-11.0,0.0,-7.0,4.0,-10.0,-1.0,-10.0,-18.0,0.0,-22.0,-10.0,-24.0,-9.0,-29.0,-13.0,-24.0,-12.0,-23.0,-14.0,-25.0,-11.0,-19.0,-20.0,-22.0,-16.0,-22.0,-18.0,-14.0,-21.0,-18.0,-24.0,-17.0,-14.0,-18.0,-13.0,-13.0,-17.0,2504.2
32.0,5.0,6.0,1.0,1.0,8.0,-7.0,3.0,7.0,-5.0,11.0,-10.0,12.0,-7.0,15.0,-8.0,12.0,-12.0,20.0,-7.0,-15.0,30.0,-17.0,21.0,-19.0,-22.0,10.0,-25.0,11.0,3.0,2.0,-21.0,-14.0,-9.0,-7.0,11.0,-6.0,5.0,0.0,9.0,-2.0,12.0,8.0,16.0,9.0,14.0,17.0,10.0,18.0,10.0,18.0,21.0,26.0,23.0,14.0,24.0,14.0,26.0,6.0,28.0,12.0,25.0,4.0,5.0,8.0,32.0,35.0,5.0,40.0,20.0,3.0,29.0,-2.0,16.0,-3.0,-4.0,2504.21
0.0,-11.0,0.0,0.0,-2.0,0.0,8.0,8.0,7.0,1.0,9.0,10.0,10.0,14.0,13.0,18.0,5.0,-1.0,21.0,-8.0,-8.0,21.0,-7.0,21.0,-1.0,-8.0,12.0,-16.0,10.0,6.0,3.0,-10.0,-20.0,-1.0,5.0,-3.0,8.0,-1.0,1.0,1.0,12.0,-4.0,7.0,-11.0,20.0,-14.0,-7.0,8.0,-8.0,11.0,-16.0,8.0,-12.0,4.0,-27.0,12.0,-7.0,17.0,-28.0,13.0,-26.0,-1.0,-18.0,-27.0,-24.0,11.0,5.0,-20.0,6.0,0.0,-26.0,0.0,-18.0,3.0,-22.0,-14.0,2504.21
-96.0,-8.0,5.0,2.0,5.0,-14.0,9.0,0.0,-11.0,9.0,5.0,15.0,3.0,19.0,-4.0,10.0,3.0,21.0,3.0,24.0,26.0,3.0,21.0,12.0,15.0,14.0,17.0,11.0,14.0,18.0,18.0,0.0,-3.0,13.0,7.0,5.0,9.0,3.0,6.0,-4.0,3.0,-7.0,9.0,-6.0,7.0,-5.0,-13.0,13.0,-19.0,12.0,-24.0,13.0,-28.0,9.0,-24.0,7.0,-20.0,3.0,-22.0,0.0,-27.0,-8.0,-27.0,-27.0,-33.0,-16.0,-20.0,-26.0,-12.0,-7.0,-23.0,-14.0,-18.0,-10.0,-18.0,-18.0,2504.22
32.0,-7.0,-7.0,5.0,-5.0,-8.0,-3.0,-11.0,-12.0,7.0,-15.0,6.0,-15.0,6.0,-16.0,4.0,-22.0,8.0,-13.0,8.0,8.0,-21.0,16.0,-25.0,11.0,20.0,-18.0,17.0,-13.0,-6.0,-3.0,17.0,14.0,5.0,7.0,-10.0,-1.0,-8.0,-1.0,-7.0,-1.0,-10.0,-8.0,-4.0,-10.0,-1.0,-8.0,-18.0,-10.0,-28.0,-1.0,-27.0,-7.0,-31.0,-8.0,-26.0,-2.0,-31.0,-4.0,-25.0,1.0,-35.0,2.0,2.0,9.0,-33.0,-30.0,7.0,-28.0,-24.0,6.0,-23.0,11.0,-23.0,12.0,5.0,2504.24
32.0,0.0,4.0,-4.0,2.0,-2.0,0.0,5.0,4.0,8.0,11.0,9.0,13.0,0.0,15.0,1.0,17.0,5.0,17.0,0.0,2.0,17.0,-2.0,20.0,2.0,-7.0,23.0,-6.0,18.0,14.0,8.0,-14.0,-19.0,2.0,3.0,7.0,2.0,8.0,2.0,6.0,4.0,2.0,9.0,8.0,16.0,6.0,8.0,21.0,-3.0,23.0,-1.0,24.0,-7.0,29.0,-15.0,27.0,-7.0,20.0,-17.0,29.0,-16.0,25.0,-17.0,-22.0,-23.0,19.0,21.0,-23.0,20.0,16.0,-19.0,18.0,-25.0,12.0,-11.0,-13.0,2504.25
32.0,9.0,4.0,5.0,0.0,5.0,-12.0,4.0,1.0,-19.0,6.0,-10.0,4.0,-10.0,7.0,-12.0,7.0,-15.0,3.0,-22.0,-20.0,5.0,-14.0,3.0,-19.0,-25.0,-3.0,-21.0,-8.0,-10.0,-8.0,-9.0,-7.0,-20.0,-10.0,3.0,-9.0,4.0,-6.0,11.0,-13.0,11.0,-2.0,4.0,0.0,12.0,15.0,-3.0,21.0,3.0,23.0,4.0,23.0,-2.0,14.0,-1.0,16.0,6.0,26.0,11.0,20.0,11.0,16.0,26.0,26.0,11.0,25.0,17.0,16.0,18.0,18.0,14.0,16.0,20.0,13.0,5.0,2504.26
-64.0,-5.0,-1.0,0.0,5.0,1.0,9.0,-4.0,-2.0,16.0,-1.0,19.0,-2.0,10.0,5.0,14.0,11.0,19.0,13.0,19.0,21.0,26.0,12.0,19.0,9.0,12.0,24.0,4.0,24.0,22.0,19.0,-10.0,-13.0,17.0,9.0,4.0,14.0,6.0,7.0,3.0,3.0,-2.0,11.0,-5.0,17.0,-9.0,-21.0,12.0,-25.0,13.0,-23.0,22.0,-23.0,5.0,-27.0,12.0,-35.0,7.0,-30.0,12.0,-37.0,5.0,-37.0,-30.0,-40.0,-1.0,-3.0,-42.0,-2.0,-5.0,-21.0,-2.0,-32.0,-5.0,-24.0,-25.0,2504.26
32.0,-12.0,11.0,-20.0,-3.0,-5.0,-4.0,-19.0,-23.0,2.0,-9.0,0.0,-17.0,-1.0,-18.0,3.0,-3.0,0.0,-13.0,0.0,3.0,-12.0,1.0,-19.0,4.0,0.0,-15.0,1.0,-15.0,-12.0,-5.0,3.0,7.0,-4.0,-35.0,-1.0,-40.0,-3.0,-35.0,0.0,-39.0,4.0,-41.0,7.0,-37.0,7.0,8.0,-32.0,11.0,-31.0,9.0,-22.0,9.0,-23.0,8.0,-22.0,5.0,-17.0,2.0,-13.0,4.0,-8.0,-2.0,-12.0,-9.0,-5.0,-15.0,-11.0,-7.0,-5.0,-13.0,-1.0,-8.0,-8.0,-15.0,-19.0,2504.27
-32.0,8.0,20.0,-23.0,9.0,9.0,22.0,3.0,-6.0,35.0,12.0,20.0,1.0,24.0,3.0,24.0,2.0,26.0,-11.0,39.0,24.0,25.0,21.0,7.0,22.0,12.0,16.0,26.0,19.0,13.0,17.0,1.0,-3.0,18.0,0.0,-59.0,-7.0,-65.0,-6.0,-72.0,-16.0,-73.0,-20.0,-73.0,-23.0,-63.0,-68.0,-17.0,-59.0,-25.0,-54.0,-18.0,-56.0,-14.0,-40.0,-9.0,-44.0,-8.0,-32.0,-2.0,-22.0,3.0,-13.0,-20.0,-10.0,21.0,22.0,-8.0,29.0,47.0,-5.0,32.0,4.0,42.0,-31.0,-22.0,2504.27
-64.0,22.0,25.0,25.0,54.0,3.0,25.0,20.0,30.0,5.0,6.0,5.0,25.0,13.0,55.0,4.0,19.0,25.0,21.0,10.0,-3.0,20.0,4.0,25.0,7.0,-7.0,25.0,-1.0,12.0,10.0,18.0,-10.0,-22.0,8.0,61.0,-31.0,56.0,-31.0,63.0,-36.0,58.0,-40.0,57.0,-48.0,66.0,-46.0,-48.0,41.0,-48.0,44.0,-47.0,44.0,-37.0,31.0,-25.0,32.0,-28.0,9.0,-8.0,19.0,-11.0,18.0,-2.0,-14.0,14.0,18.0,18.0,33.0,10.0,41.0,22.0,18.0,16.0,21.0,28.0,14.0,2504.28
96.0,30.0,34.0,46.0,10.0,11.0,19.0,-7.0,11.0,-13.0,19.0,10.0,28.0,18.0,44.0,-19.0,25.0,5.0,17.0,-4.0,-4.0,36.0,-9.0,25.0,-5.0,-8.0,28.0,-5.0,17.0,17.0,5.0,-11.0,-17.0,-3.0,63.0,-10.0,68.0,-11.0,71.0,-19.0,77.0,-17.0,69.0,-11.0,73.0,-21.0,-26.0,51.0,-28.0,56.0,-29.0,54.0,-16.0,40.0,-20.0,43.0,-13.0,33.0,-7.0,34.0,-4.0,20.0,11.0,20.0,18.0,10.0,21.0,26.0,21.0,4.0,17.0,18.0,9.0,1.0,57.0,33.0,2504.28
-32.0,1.0,9.0,14.0,10.0,-10.0,25.0,-6.0,25.0,22.0,-9.0,31.0,10.0,14.0,4.0,43.0,-10.0,35.0,8.0,40.0,30.0,2.0,38.0,2.0,45.0,24.0,4.0,28.0,0.0,-1.0,7.0,12.0,13.0,16.0,59.0,-21.0,63.0,-25.0,66.0,-29.0,56.0,-37.0,55.0,-52.0,51.0,-46.0,-60.0,40.0,-48.0,37.0,-54.0,38.0,-47.0,23.0,-37.0,29.0,-42.0,18.0,-26.0,24.0,-33.0,16.0,-6.0,6.0,15.0,18.0,27.0,24.0,15.0,30.0,2.0,60.0,-1.0,31.0,5.0,20.0,2504.29
0.0,32.0,10.0,48.0,29.0,19.0,9.0,14.0,35.0,17.0,14.0,17.0,33.0,2.0,39.0,8.0,23.0,9.0,31.0,0.0,2.0,26.0,3.0,34.0,-6.0,2.0,30.0,-11.0,21.0,10.0,15.0,-10.0,-22.0,-2.0,69.0,-5.0,65.0,9.0,73.0,0.0,67.0,-4.0,72.0,-5.0,70.0,-17.0,-16.0,63.0,-17.0,55.0,-17.0,54.0,-17.0,37.0,-20.0,35.0,-13.0,34.0,-11.0,28.0,-11.0,21.0,12.0,22.0,11.0,13.0,11.0,19.0,16.0,-7.0,42.0,0.0,24.0,3.0,28.0,38.0,2504.3
96.0,5.0,-17.0,6.0,-15.0,6.0,-14.0,1.0,5.0,-14.0,0.0,-11.0,4.0,-20.0,0.0,-17.0,-5.0,-19.0,0.0,-16.0,-19.0,0.0,-15.0,-2.0,-15.0,-14.0,-3.0,-14.0,-5.0,-6.0,-8.0,-3.0,1.0,-11.0,-2.0,31.0,0.0,35.0,2.0,34.0,7.0,37.0,8.0,37.0,12.0,36.0,35.0,14.0,29.0,8.0,29.0,8.0,28.0,4.0,21.0,1.0,21.0,2.0,15.0,-2.0,12.0,-3.0,11.0,6.0,1.0,-11.0,-18.0,5.0,-14.0,-10.0,5.0,-15.0,10.0,-19.0,5.0,10.0,2504.3
-32.0,-8.0,12.0,-10.0,14.0,-10.0,13.0,-6.0,-8.0,17.0,-4.0,11.0,-5.0,12.0,-3.0,12.0,-3.0,16.0,-3.0,15.0,17.0,2.0,19.0,0.0,15.0,14.0,-2.0,9.0,1.0,1.0,4.0,7.0,2.0,10.0,-9.0,-35.0,-12.0,-36.0,-14.0,-35.0,-14.0,-33.0,-18.0,-33.0,-18.0,-34.0,-34.0,-15.0,-28.0,-19.0,-25.0,-17.0,-21.0,-13.0,-21.0,-12.0,-20.0,-7.0,-13.0,-3.0,-12.0,-2.0,-11.0,-7.0,-10.0,14.0,11.0,-7.0,14.0,11.0,-12.0,12.0,-9.0,13.0,-8.0,-13.0,2504.31
32.0,14.0,7.0,11.0,8.0,9.0,5.0,11.0,10.0,4.0,6.0,4.0,10.0,6.0,7.0,5.0,15.0,9.0,16.0,7.0,-6.0,16.0,-7.0,13.0,8.0,2.0,12.0,2.0,13.0,9.0,9.0,2.0,-9.0,9.0,26.0,-10.0,28.0,-9.0,29.0,-15.0,28.0,-17.0,33.0,-6.0,29.0,-14.0,-11.0,27.0,-17.0,23.0,-18.0,10.0,-12.0,19.0,-10.0,13.0,-9.0,10.0,-15.0,13.0,1.0,14.0,8.0,1.0,8.0,-1.0,-5.0,8.0,10.0,22.0,8.0,11.0,13.0,10.0,17.0,10.0,2504.31
-64.0,-16.0,2.0,-18.0,3.0,-14.0,3.0,-14.0,-17.0,2.0,-11.0,10.0,-12.0,9.0,-13.0,9.0,-11.0,7.0,-15.0,10.0,9.0,-17.0,11.0,-14.0,12.0,11.0,-13.0,9.0,-6.0,-4.0,-2.0,7.0,12.0,4.0,-29.0,-25.0,-29.0,-26.0,-32.0,-24.0,-33.0,-24.0,-36.0,-24.0,-35.0,-22.0,-19.0,-35.0,-15.0,-31.0,-12.0,-27.0,-10.0,-27.0,-11.0,-22.0,-10.0,-20.0,-10.0,-8.0,-9.0,-14.0,-12.0,-14.0,-17.0,4.0,0.0,-18.0,6.0,1.0,-19.0,1.0,-22.0,-2.0,-25.0,-22.0,2504.32
-94.0,-4.0,-4.0,-9.0,-5.0,-6.0,11.0,-12.0,-3.0,7.0,4.0,11.0,-13.0,5.0,-10.0,4.0,-13.0,23.0,-7.0,19.0,13.0,-7.0,22.0,-11.0,18.0,17.0,-4.0,21.0,2.0,7.0,7.0,14.0,9.0,13.0,7.0,3.0,2.0,1.0,3.0,-5.0,6.0,-3.0,2.0,-11.0,13.0,-12.0,-11.0,2.0,-18.0,10.0,-18.0,8.0,-18.0,-8.0,-17.0,3.0,-31.0,-5.0,-23.0,-10.0,-32.0,-14.0,-22.0,-15.0,-22.0,-23.0,-12.0,-18.0,-13.0,-18.0,-10.0,-16.0,-13.0,-18.0,-9.0,-8.0,2504.32
32.0,-4.0,-3.0,-2.0,9.0,-9.0,-1.0,-8.0,-9.0,7.0,-11.0,-6.0,-19.0,3.0,-15.0,0.0,-17.0,3.0,-24.0,4.0,4.0,-24.0,9.0,-30.0,15.0,11.0,-19.0,13.0,-17.0,-14.0,-7.0,17.0,15.0,1.0,8.0,-10.0,-3.0,-12.0,-2.0,-10.0,-5.0,-5.0,-11.0,-10.0,-13.0,-13.0,-15.0,-18.0,-9.0,-17.0,-14.0,-20.0,-10.0,-25.0,-8.0,-29.0,-8.0,-26.0,0.0,-27.0,2.0,-34.0,9.0,8.0,1.0,-38.0,-35.0,6.0,-25.0,-29.0,12.0,-27.0,7.0,-15.0,10.0,4.0,2504.34
-32.0,0.0,11.0,-8.0,7.0,5.0,2.0,2.0,12.0,1.0,18.0,3.0,16.0,-1.0,19.0,4.0,21.0,-6.0,21.0,-1.0,-4.0,30.0,-5.0,20.0,-3.0,-4.0,24.0,-12.0,21.0,12.0,10.0,-17.0,-19.0,5.0,4.0,9.0,3.0,7.0,3.0,5.0,4.0,9.0,8.0,2.0,4.0,8.0,7.0,12.0,7.0,26.0,-2.0,25.0,0.0,22.0,-3.0,28.0,-2.0,23.0,-6.0,27.0,-10.0,29.0,-14.0,-15.0,-16.0,22.0,25.0,-18.0,21.0,17.0,-20.0,14.0,-13.0,11.0,-13.0,0.0,2504.35
32.0,-5.0,-4.0,-10.0,2.0,-6.0,6.0,-10.0,-9.0,3.0,-11.0,11.0,-10.0,9.0,-11.0,9.0,-15.0,11.0,-17.0,18.0,18.0,-14.0,20.0,-17.0,17.0,21.0,-9.0,19.0,-10.0,3.0,-3.0,20.0,15.0,4.0,6.0,-4.0,4.0,-6.0,1.0,-11.0,0.0,-9.0,1.0,-12.0,0.0,-17.0,-12.0,-14.0,-19.0,-10.0,-12.0,-16.0,-16.0,-20.0,-21.0,-20.0,-18.0,-26.0,-15.0,-30.0,-18.0,-29.0,-13.0,-3.0,-7.0,-36.0,-34.0,-8.0,-22.0,-33.0,-1.0,-19.0,-6.0,-24.0,1.0,-8.0,2504.35
-32.0,-13.0,4.0,-1.0,10.0,-2.0,3.0,8.0,4.0,8.0,2.0,11.0,12.0,12.0,7.0,6.0,14.0,17.0,11.0,11.0,11.0,19.0,11.0,22.0,13.0,2.0,24.0,2.0,23.0,20.0,18.0,-9.0,-13.0,15.0,5.0,9.0,6.0,5.0,10.0,6.0,8.0,1.0,7.0,4.0,17.0,-1.0,-8.0,19.0,-13.0,21.0,-8.0,19.0,-14.0,20.0,-16.0,17.0,-17.0,17.0,-26.0,17.0,-20.0,11.0,-31.0,-29.0,-31.0,8.0,2.0,-24.0,8.0,7.0,-29.0,10.0,-29.0,3.0,-28.0,-16.0,2504.36
-32.0,3.0,5.0,-4.0,4.0,8.0,0.0,7.0,15.0,3.0,8.0,3.0,14.0,5.0,14.0,7.0,10.0,2.0,25.0,6.0,10.0,23.0,5.0,15.0,7.0,7.0,22.0,2.0,16.0,21.0,19.0,-5.0,-15.0,8.0,-17.0,2.0,2.0,4.0,-8.0,8.0,-1.0,-2.0,7.0,7.0,7.0,12.0,7.0,15.0,14.0,18.0,14.0,16.0,16.0,14.0,10.0,15.0,8.0,21.0,7.0,24.0,8.0,27.0,-1.0,2.0,-8.0,27.0,22.0,-4.0,25.0,21.0,-8.0,15.0,-10.0,19.0,-11.0,-8.0,2504.37
-30.0,39.0,-11.0,41.0,-29.0,29.0,-31.0,14.0,21.0,-3.0,13.0,-14.0,2.0,-37.0,-4.0,-13.0,5.0,-36.0,13.0,-19.0,-14.0,-6.0,-30.0,-14.0,-24.0,-26.0,-11.0,-15.0,-9.0,-12.0,-11.0,-3.0,6.0,-17.0,19.0,54.0,23.0,53.0,27.0,62.0,35.0,56.0,41.0,61.0,37.0,56.0,66.0,35.0,54.0,31.0,48.0,22.0,34.0,19.0,44.0,18.0,43.0,13.0,29.0,4.0,26.0,0.0,23.0,7.0,15.0,-19.0,-32.0,15.0,-25.0,-23.0,24.0,-46.0,19.0,-51.0,27.0,19.0,2504.37
-32.0,-19.0,-4.0,-33.0,-2.0,-28.0,-16.0,-5.0,-35.0,8.0,-19.0,-25.0,-44.0,-1.0,-19.0,-2.0,-1.0,3.0,-19.0,-4.0,13.0,-15.0,-5.0,-29.0,3.0,4.0,-30.0,12.0,-17.0,-16.0,-6.0,14.0,12.0,0.0,-58.0,16.0,-64.0,16.0,-60.0,23.0,-65.0,28.0,-66.0,31.0,-60.0,33.0,37.0,-57.0,34.0,-51.0,24.0,-47.0,21.0,-40.0,13.0,-32.0,13.0,-31.0,4.0,-27.0,0.0,-29.0,-5.0,-18.0,-25.0,-10.0,-22.0,-25.0,-9.0,-36.0,-36.0,-24.0,-15.0,-13.0,-40.0,-23.0,2504.38
-32.0,-61.0,8.0,-31.0,9.0,-25.0,36.0,-1.0,-24.0,-3.0,-26.0,-9.0,-26.0,3.0,-9.0,18.0,-23.0,30.0,0.0,23.0,31.0,-11.0,21.0,-5.0,32.0,29.0,-3.0,20.0,-2.0,10.0,12.0,5.0,-2.0,14.0,-45.0,-46.0,-51.0,-45.0,-52.0,-48.0,-55.0,-53.0,-60.0,-49.0,-50.0,-40.0,-40.0,-60.0,-32.0,-48.0,-31.0,-50.0,-25.0,-40.0,-28.0,-32.0,-19.0,-20.0,-27.0,-10.0,-24.0,0.0,-23.0,-33.0,-16.0,26.0,23.0,-35.0,1.0,6.0,-40.0,34.0,-36.0,50.0,-47.0,-46.0,2504.38
-32.0,-25.0,-39.0,-28.0,5.0,-8.0,-27.0,-4.0,-23.0,-5.0,-13.0,-19.0,-18.0,-12.0,-9.0,-19.0,-29.0,-15.0,-9.0,-4.0,-1.0,-19.0,-7.0,-25.0,0.0,-8.0,-26.0,-1.0,-19.0,-21.0,-15.0,2.0,11.0,-12.0,-59.0,-11.0,-59.0,-11.0,-66.0,4.0,-69.0,3.0,-75.0,9.0,-75.0,11.0,12.0,-70.0,19.0,-58.0,15.0,-52.0,19.0,-47.0,14.0,-40.0,10.0,-27.0,-2.0,-42.0,2.0,-22.0,-22.0,-22.0,-21.0,-15.0,-9.0,-24.0,-34.0,-23.0,-9.0,-15.0,-15.0,-20.0,-48.0,-22.0,2504.39
-32.0,-49.0,7.0,-32.0,26.0,-57.0,9.0,-33.0,-32.0,31.0,-39.0,14.0,-11.0,27.0,0.0,12.0,-11.0,31.0,-5.0,24.0,26.0,-12.0,21.0,-15.0,26.0,15.0,-8.0,20.0,-6.0,-4.0,-1.0,15.0,3.0,11.0,-52.0,-43.0,-48.0,-44.0,-54.0,-41.0,-61.0,-38.0,-61.0,-44.0,-67.0,-38.0,-41.0,-51.0,-21.0,-54.0,-21.0,-40.0,-20.0,-48.0,-29.0,-36.0,-31.0,-25.0,-15.0,-12.0,-18.0,-13.0,-26.0,-25.0,-23.0,8.0,5.0,-38.0,5.0,12.0,-51.0,7.0,-40.0,7.0,-44.0,-49.0,2504.39
-32.0,-44.0,-30.0,-17.0,-22.0,-5.0,-46.0,7.0,-1.0,-31.0,-19.0,-12.0,-29.0,-4.0,-26.0,-9.0,-22.0,-1.0,-17.0,-14.0,-14.0,-16.0,-18.0,-25.0,-18.0,1.0,-24.0,-15.0,-24.0,-19.0,-21.0,2.0,16.0,-13.0,-63.0,13.0,-68.0,8.0,-66.0,17.0,-68.0,21.0,-52.0,26.0,-64.0,33.0,33.0,-59.0,42.0,-49.0,30.0,-48.0,30.0,-41.0,23.0,-36.0,9.0,-32.0,25.0,-26.0,13.0,-37.0,-10.0,-17.0,-29.0,-26.0,-21.0,-24.0,-18.0,-51.0,-24.0,-40.0,-19.0,-60.0,-41.0,-27.0,2504.4
-47.0,-8.0,-6.0,-8.0,-2.0,-3.0,0.0,-12.0,-9.0,-1.0,-11.0,3.0,-20.0,6.0,-19.0,0.0,-20.0,8.0,-22.0,8.0,4.0,-24.0,17.0,-18.0,13.0,13.0,-15.0,15.0,-12.0,-8.0,-2.0,19.0,15.0,5.0,6.0,-11.0,-5.0,-8.0,-1.0,-8.0,-5.0,-13.0,-10.0,-14.0,-10.0,-6.0,-15.0,-17.0,-7.0,-21.0,-5.0,-25.0,-8.0,-25.0,-3.0,-28.0,-4.0,-30.0,-5.0,-23.0,4.0,-30.0,6.0,11.0,12.0,-34.0,-21.0,9.0,-27.0,-23.0,12.0,-20.0,7.0,-11.0,11.0,8.0,2504.44
-64.0,-8.0,2.0,-5.0,8.0,1.0,1.0,5.0,14.0,7.0,8.0,9.0,8.0,2.0,14.0,10.0,16.0,7.0,18.0,5.0,7.0,19.0,0.0,23.0,0.0,-2.0,27.0,-11.0,17.0,10.0,10.0,-16.0,-16.0,3.0,7.0,8.0,7.0,8.0,4.0,5.0,9.0,6.0,16.0,2.0,18.0,0.0,-5.0,18.0,-9.0,20.0,-13.0,22.0,-16.0,20.0,-14.0,18.0,-16.0,26.0,-22.0,14.0,-20.0,19.0,-25.0,-24.0,-31.0,14.0,7.0,-28.0,12.0,14.0,-25.0,6.0,-23.0,15.0,-20.0,-9.0,2504.44
32.0,1.0,-3.0,-5.0,3.0,-5.0,0.0,2.0,-11.0,12.0,-17.0,1.0,-6.0,12.0,-11.0,9.0,-10.0,23.0,-19.0,17.0,20.0,-23.0,22.0,-17.0,17.0,15.0,-13.0,17.0,-1.0,7.0,4.0,14.0,9.0,14.0,-8.0,-13.0,-5.0,-3.0,-5.0,-3.0,-10.0,-6.0,-8.0,-5.0,-9.0,-13.0,-3.0,-16.0,1.0,-26.0,-7.0,-25.0,-9.0,-28.0,-7.0,-25.0,3.0,-27.0,5.0,-25.0,4.0,-34.0,4.0,6.0,17.0,-27.0,-28.0,13.0,-16.0,-23.0,11.0,-20.0,15.0,-23.0,7.0,14.0,2504.5
32.0,-9.0,-7.0,-7.0,-4.0,-9.0,-4.0,-7.0,-8.0,6.0,-13.0,6.0,-23.0,5.0,-13.0,13.0,-16.0,16.0,-14.0,17.0,15.0,-15.0,14.0,-19.0,15.0,22.0,-7.0,17.0,-9.0,1.0,3.0,14.0,12.0,14.0,-1.0,-9.0,-1.0,-11.0,0.0,-9.0,-5.0,-10.0,-3.0,-12.0,-8.0,-12.0,-12.0,-10.0,-13.0,-20.0,-16.0,-22.0,-17.0,-23.0,-11.0,-28.0,-12.0,-25.0,-6.0,-29.0,-9.0,-25.0,-7.0,-5.0,-1.0,-28.0,-27.0,-1.0,-27.0,-29.0,3.0,-22.0,-2.0,-18.0,3.0,2.0,2504.51
-32.0,2.0,9.0,6.0,13.0,-3.0,-9.0,9.0,-1.0,-10.0,2.0,-5.0,16.0,-15.0,16.0,11.0,20.0,4.0,30.0,-4.0,-4.0,26.0,-1.0,29.0,-3.0,-5.0,18.0,-12.0,22.0,17.0,20.0,-28.0,-18.0,6.0,-5.0,13.0,-1.0,6.0,-4.0,9.0,6.0,12.0,11.0,6.0,14.0,6.0,3.0,20.0,12.0,20.0,5.0,25.0,-13.0,23.0,-3.0,36.0,-9.0,26.0,-7.0,23.0,-15.0,20.0,-19.0,-26.0,-3.0,33.0,26.0,-18.0,35.0,28.0,-7.0,12.0,-10.0,19.0,-11.0,-3.0,2504.52
-64.0,-8.0,3.0,-1.0,-1.0,-6.0,-7.0,-12.0,-15.0,6.0,0.0,12.0,-9.0,10.0,-15.0,15.0,-19.0,12.0,-4.0,17.0,15.0,-17.0,26.0,-15.0,12.0,14.0,-11.0,13.0,2.0,7.0,-2.0,14.0,5.0,6.0,9.0,-14.0,-1.0,-14.0,2.0,-10.0,-5.0,-18.0,-11.0,-1.0,-10.0,-19.0,-14.0,-18.0,-16.0,-14.0,-13.0,-20.0,-5.0,-27.0,-11.0,-26.0,-18.0,-30.0,-15.0,-26.0,-15.0,-25.0,-2.0,-11.0,-4.0,-34.0,-25.0,-3.0,-23.0,-30.0,-4.0,-24.0,-2.0,-23.0,-4.0,-5.0,2504.56
-63.0,-7.0,-4.0,-5.0,-10.0,-10.0,4.0,-10.0,-9.0,10.0,-9.0,18.0,-20.0,9.0,-12.0,12.0,-17.0,22.0,-26.0,23.0,24.0,-12.0,30.0,-15.0,22.0,24.0,-10.0,25.0,-8.0,6.0,6.0,26.0,6.0,15.0,11.0,-8.0,1.0,-5.0,15.0,-3.0,1.0,-9.0,1.0,-16.0,-5.0,-10.0,-10.0,-6.0,-19.0,-11.0,-22.0,-37.0,-42.0,-18.0,-21.0,-18.0,-29.0,-26.0,-23.0,-26.0,-34.0,-23.0,-15.0,-19.0,-7.0,-29.0,-32.0,-12.0,-31.0,-18.0,-5.0,-17.0,-2.0,-18.0,-12.0,-6.0,2504.56
1.0,11.0,-10.0,-6.0,3.0,-7.0,-2.0,-3.0,2.0,-5.0,-8.0,-9.0,-9.0,-5.0,-15.0,-16.0,-19.0,-18.0,-16.0,-18.0,-21.0,-10.0,-17.0,-17.0,-9.0,-11.0,-21.0,1.0,-21.0,-24.0,-20.0,5.0,10.0,-14.0,-4.0,-6.0,-4.0,-9.0,-6.0,-5.0,-9.0,1.0,-11.0,-7.0,-13.0,4.0,4.0,-16.0,10.0,-18.0,7.0,-23.0,18.0,-12.0,15.0,-24.0,24.0,-13.0,15.0,-18.0,21.0,-21.0,30.0,28.0,31.0,-17.0,-8.0,31.0,-13.0,-6.0,21.0,-23.0,22.0,-3.0,25.0,2.0,2504.57
