subcarrier_0,subcarrier_4,subcarrier_6,subcarrier_7,subcarrier_8,subcarrier_11,subcarrier_12,subcarrier_13,subcarrier_14,subcarrier_15,subcarrier_16,subcarrier_17,subcarrier_18,subcarrier_19,subcarrier_20,subcarrier_21,subcarrier_22,subcarrier_24,subcarrier_27,subcarrier_28,subcarrier_30,subcarrier_31,subcarrier_32,subcarrier_33,subcarrier_34,subcarrier_35,subcarrier_36,subcarrier_39,subcarrier_40,subcarrier_41,subcarrier_42,subcarrier_43,subcarrier_45,subcarrier_46,subcarrier_47,subcarrier_48,subcarrier_49,subcarrier_50,subcarrier_51,subcarrier_53,subcarrier_76,subcarrier_79,subcarrier_81,subcarrier_82,subcarrier_83,subcarrier_85,subcarrier_86,subcarrier_87,subcarrier_88,subcarrier_89,subcarrier_91,subcarrier_92,subcarrier_93,subcarrier_94,subcarrier_95,subcarrier_96,subcarrier_98,subcarrier_101,subcarrier_102,subcarrier_103,subcarrier_104,subcarrier_105,subcarrier_106,subcarrier_110,subcarrier_113,subcarrier_115,subcarrier_117,subcarrier_118,subcarrier_120,subcarrier_121,subcarrier_125,subcarrier_127,timestamp
102.0,14.0,4.0,17.0,7.0,20.0,11.0,13.0,6.0,23.0,4.0,11.0,1.0,17.0,1.0,12.0,0.0,5.0,22.0,1.0,-7.0,23.0,-3.0,20.0,-5.0,18.0,-4.0,16.0,-11.0,17.0,-8.0,14.0,14.0,-23.0,12.0,-15.0,6.0,-20.0,10.0,8.0,-14.0,14.0,11.0,-8.0,17.0,7.0,-1.0,17.0,-6.0,21.0,15.0,0.0,18.0,1.0,17.0,2.0,7.0,22.0,15.0,16.0,20.0,20.0,18.0,17.0,8.0,7.0,17.0,23.0,21.0,10.0,8.0,4.0,3345.69
124.0,12.0,9.0,23.0,0.0,18.0,0.0,13.0,5.0,16.0,6.0,14.0,-2.0,19.0,-6.0,13.0,0.0,2.0,16.0,3.0,6.0,21.0,-4.0,21.0,2.0,26.0,-12.0,13.0,-6.0,13.0,-10.0,17.0,18.0,-16.0,11.0,-17.0,7.0,-14.0,16.0,12.0,-15.0,0.0,2.0,-16.0,1.0,2.0,-19.0,6.0,-13.0,10.0,8.0,-9.0,7.0,-7.0,11.0,-2.0,0.0,15.0,3.0,17.0,4.0,22.0,9.0,10.0,14.0,12.0,19.0,18.0,14.0,13.0,7.0,5.0,3345.69
-128.0,4.0,9.0,-28.0,3.0,-15.0,6.0,-13.0,7.0,-23.0,10.0,-6.0,10.0,-8.0,-7.0,-7.0,8.0,15.0,-29.0,5.0,9.0,-9.0,17.0,-23.0,9.0,-17.0,18.0,-14.0,14.0,-9.0,25.0,-5.0,-2.0,15.0,-1.0,14.0,3.0,22.0,4.0,8.0,13.0,-3.0,0.0,17.0,-14.0,-8.0,22.0,-12.0,11.0,-7.0,-16.0,10.0,-26.0,5.0,-15.0,-4.0,7.0,-12.0,-1.0,-9.0,-11.0,-18.0,-16.0,-4.0,-17.0,-26.0,-18.0,-1.0,-19.0,-9.0,-10.0,-16.0,3345.7
94.0,3.0,13.0,-9.0,14.0,-10.0,13.0,-13.0,15.0,-13.0,12.0,-10.0,12.0,-17.0,12.0,-14.0,15.0,12.0,-11.0,8.0,16.0,-18.0,15.0,-8.0,20.0,-13.0,14.0,-15.0,11.0,-7.0,11.0,1.0,-8.0,7.0,-5.0,3.0,-2.0,13.0,-11.0,-3.0,4.0,12.0,15.0,-2.0,15.0,21.0,-6.0,16.0,-6.0,22.0,24.0,-12.0,23.0,-15.0,26.0,-20.0,-12.0,24.0,-11.0,27.0,-19.0,28.0,-12.0,-9.0,22.0,19.0,17.0,1.0,3.0,15.0,13.0,4.0,3345.73
94.0,6.0,9.0,11.0,12.0,11.0,14.0,11.0,17.0,11.0,16.0,10.0,19.0,13.0,15.0,13.0,20.0,15.0,15.0,13.0,14.0,15.0,14.0,15.0,15.0,15.0,10.0,14.0,8.0,15.0,5.0,15.0,15.0,5.0,11.0,5.0,12.0,6.0,9.0,6.0,-8.0,8.0,5.0,-16.0,-1.0,0.0,-22.0,-6.0,-27.0,-2.0,-6.0,-30.0,-6.0,-29.0,-13.0,-32.0,-34.0,-11.0,-33.0,-13.0,-31.0,-13.0,-32.0,-27.0,-7.0,-5.0,1.0,-19.0,-15.0,6.0,7.0,5.0,3345.74
-126.0,-26.0,-19.0,38.0,-33.0,29.0,-17.0,53.0,-23.0,44.0,-11.0,33.0,-16.0,40.0,-14.0,50.0,-16.0,-20.0,31.0,-21.0,-29.0,47.0,-26.0,41.0,-27.0,41.0,-36.0,32.0,-36.0,20.0,-30.0,27.0,29.0,-12.0,28.0,-22.0,21.0,-14.0,18.0,29.0,-28.0,-22.0,-33.0,-19.0,-47.0,-41.0,-8.0,-50.0,-1.0,-60.0,-63.0,6.0,-70.0,-1.0,-74.0,11.0,14.0,-81.0,-2.0,-82.0,1.0,-93.0,3.0,13.0,-52.0,-53.0,-51.0,-16.0,-15.0,-26.0,-18.0,-9.0,3345.74
-93.0,23.0,35.0,11.0,34.0,13.0,48.0,5.0,45.0,6.0,37.0,-10.0,53.0,-2.0,52.0,1.0,52.0,50.0,7.0,36.0,46.0,6.0,52.0,10.0,38.0,9.0,42.0,20.0,34.0,26.0,31.0,14.0,17.0,27.0,22.0,23.0,11.0,24.0,2.0,6.0,0.0,34.0,32.0,-34.0,41.0,35.0,-34.0,35.0,-54.0,28.0,33.0,-60.0,32.0,-69.0,27.0,-75.0,-72.0,23.0,-79.0,30.0,-79.0,27.0,-76.0,-67.0,28.0,28.0,24.0,-32.0,-29.0,33.0,33.0,36.0,3345.75
-73.0,-2.0,-16.0,-29.0,-22.0,-44.0,-28.0,-39.0,-26.0,-44.0,-33.0,-27.0,-29.0,-47.0,-15.0,-44.0,-28.0,-29.0,-38.0,-24.0,-17.0,-48.0,-18.0,-36.0,-15.0,-46.0,-13.0,-40.0,-8.0,-40.0,-3.0,-36.0,-33.0,-8.0,-27.0,-6.0,-31.0,-17.0,-22.0,-20.0,23.0,0.0,-3.0,45.0,15.0,23.0,45.0,20.0,50.0,33.0,45.0,65.0,44.0,61.0,49.0,54.0,66.0,60.0,59.0,58.0,58.0,57.0,60.0,47.0,34.0,29.0,23.0,44.0,36.0,20.0,-8.0,-2.0,3345.75
94.0,10.0,28.0,19.0,38.0,10.0,35.0,2.0,48.0,6.0,31.0,18.0,50.0,21.0,52.0,9.0,59.0,46.0,25.0,38.0,47.0,24.0,50.0,31.0,33.0,28.0,36.0,34.0,26.0,29.0,27.0,25.0,24.0,26.0,21.0,19.0,19.0,20.0,12.0,11.0,-11.0,34.0,26.0,-42.0,16.0,9.0,-49.0,11.0,-57.0,3.0,6.0,-69.0,-10.0,-79.0,-1.0,-73.0,-83.0,-12.0,-79.0,-7.0,-88.0,-8.0,-78.0,-72.0,0.0,12.0,5.0,-59.0,-31.0,10.0,19.0,17.0,3345.76
-34.0,-14.0,-13.0,27.0,-9.0,34.0,-11.0,35.0,-4.0,56.0,-7.0,43.0,-5.0,56.0,-5.0,43.0,-2.0,1.0,57.0,-15.0,-13.0,32.0,-16.0,47.0,-28.0,47.0,-24.0,31.0,-21.0,31.0,-25.0,35.0,25.0,-18.0,21.0,-14.0,25.0,-4.0,24.0,22.0,-28.0,-13.0,-26.0,-33.0,-26.0,-32.0,-36.0,-42.0,-28.0,-46.0,-55.0,-24.0,-69.0,-26.0,-74.0,-31.0,-24.0,-77.0,-29.0,-74.0,-27.0,-86.0,-37.0,-29.0,-60.0,-45.0,-31.0,-28.0,-30.0,-20.0,-15.0,-4.0,3345.77
-14.0,-12.0,-28.0,-12.0,-15.0,-33.0,-44.0,-30.0,-22.0,-23.0,-33.0,-24.0,-28.0,-23.0,-46.0,-19.0,-49.0,-40.0,-32.0,-35.0,-35.0,-40.0,-33.0,-37.0,-25.0,-37.0,-25.0,-33.0,-20.0,-41.0,-24.0,-32.0,-34.0,-21.0,-31.0,-18.0,-21.0,-12.0,-20.0,-12.0,23.0,-19.0,-13.0,36.0,-10.0,-1.0,45.0,-1.0,55.0,6.0,1.0,70.0,2.0,71.0,19.0,75.0,79.0,22.0,80.0,25.0,82.0,17.0,82.0,58.0,13.0,3.0,-1.0,44.0,31.0,-20.0,-20.0,-13.0,3345.77
102.0,14.0,15.0,20.0,32.0,27.0,34.0,22.0,42.0,21.0,60.0,24.0,53.0,28.0,32.0,27.0,43.0,36.0,33.0,35.0,35.0,36.0,34.0,41.0,26.0,36.0,23.0,42.0,25.0,32.0,15.0,28.0,26.0,17.0,27.0,20.0,30.0,14.0,22.0,13.0,-23.0,23.0,16.0,-40.0,7.0,9.0,-53.0,0.0,-62.0,1.0,-7.0,-67.0,-15.0,-70.0,-20.0,-81.0,-78.0,-26.0,-87.0,-19.0,-86.0,-20.0,-92.0,-63.0,-24.0,-3.0,-1.0,-44.0,-36.0,10.0,20.0,23.0,3345.78
94.0,-4.0,-22.0,23.0,-18.0,41.0,-11.0,39.0,-5.0,32.0,-24.0,35.0,-26.0,37.0,-18.0,46.0,-19.0,-22.0,48.0,-24.0,-30.0,40.0,-34.0,45.0,-30.0,38.0,-39.0,30.0,-30.0,26.0,-28.0,30.0,22.0,-20.0,16.0,-22.0,19.0,-19.0,20.0,21.0,-26.0,-26.0,-35.0,-13.0,-42.0,-45.0,-5.0,-56.0,2.0,-63.0,-60.0,8.0,-74.0,10.0,-71.0,20.0,10.0,-79.0,17.0,-81.0,10.0,-77.0,8.0,5.0,-55.0,-53.0,-52.0,-9.0,-9.0,-41.0,-16.0,-19.0,3345.78
94.0,2.0,-2.0,-15.0,-2.0,-17.0,-6.0,-15.0,-7.0,-22.0,-6.0,-19.0,-12.0,-21.0,-3.0,-22.0,-8.0,-7.0,-21.0,-6.0,-5.0,-17.0,-1.0,-21.0,0.0,-22.0,-3.0,-20.0,4.0,-21.0,3.0,-19.0,-16.0,3.0,-13.0,2.0,-15.0,1.0,-11.0,-11.0,15.0,1.0,6.0,13.0,10.0,13.0,10.0,17.0,14.0,21.0,23.0,14.0,26.0,15.0,26.0,16.0,15.0,29.0,17.0,32.0,16.0,26.0,18.0,15.0,22.0,15.0,13.0,13.0,13.0,3.0,1.0,-1.0,3345.79
125.0,-18.0,-15.0,-19.0,-4.0,-6.0,-10.0,-15.0,-14.0,3.0,-22.0,-16.0,-11.0,-3.0,-20.0,-9.0,-11.0,-24.0,-23.0,-21.0,-29.0,-24.0,-8.0,-11.0,-19.0,-5.0,-20.0,-16.0,-12.0,-15.0,-5.0,-22.0,-10.0,-11.0,-20.0,-2.0,-24.0,2.0,-16.0,-29.0,16.0,13.0,2.0,15.0,-6.0,-1.0,17.0,-9.0,23.0,-8.0,-19.0,19.0,-15.0,11.0,-8.0,2.0,7.0,-20.0,0.0,-34.0,-11.0,-12.0,-11.0,-21.0,-18.0,-18.0,-6.0,-18.0,-14.0,-5.0,-15.0,-13.0,3345.79
-111.0,-7.0,-2.0,13.0,3.0,11.0,-6.0,7.0,-14.0,13.0,-13.0,9.0,-16.0,21.0,-11.0,18.0,-16.0,-13.0,16.0,-16.0,-21.0,16.0,-16.0,9.0,-18.0,9.0,-13.0,0.0,-21.0,-8.0,-22.0,-4.0,-5.0,-22.0,-17.0,-17.0,-18.0,-17.0,-19.0,-23.0,-22.0,5.0,2.0,-20.0,4.0,10.0,-16.0,2.0,-11.0,9.0,4.0,-21.0,15.0,-15.0,21.0,-6.0,-8.0,23.0,-2.0,13.0,-6.0,32.0,-1.0,2.0,22.0,27.0,30.0,-5.0,2.0,17.0,29.0,23.0,3345.8
-34.0,22.0,14.0,-5.0,18.0,-7.0,19.0,-17.0,13.0,-6.0,17.0,-5.0,25.0,-7.0,19.0,-8.0,19.0,19.0,-6.0,18.0,17.0,-7.0,17.0,-8.0,24.0,3.0,20.0,6.0,12.0,3.0,21.0,11.0,10.0,14.0,17.0,18.0,15.0,11.0,17.0,20.0,14.0,9.0,14.0,19.0,8.0,-3.0,18.0,4.0,18.0,-5.0,-4.0,13.0,-1.0,8.0,-8.0,16.0,14.0,-17.0,16.0,-25.0,14.0,-23.0,16.0,10.0,-15.0,-21.0,-22.0,1.0,-8.0,-30.0,-12.0,-14.0,3345.81
-14.0,-15.0,-2.0,-9.0,-5.0,-17.0,-13.0,-23.0,-10.0,-17.0,-10.0,-19.0,2.0,-19.0,2.0,-29.0,-5.0,-12.0,-22.0,-6.0,1.0,-18.0,4.0,-17.0,-6.0,-15.0,15.0,-20.0,6.0,-14.0,11.0,-15.0,-13.0,11.0,-12.0,22.0,-9.0,17.0,-9.0,-12.0,9.0,-13.0,-19.0,9.0,-19.0,-13.0,0.0,-22.0,3.0,-31.0,-11.0,5.0,-19.0,-3.0,-22.0,-3.0,-6.0,-22.0,-13.0,-17.0,-19.0,-24.0,-20.0,-16.0,-14.0,-12.0,-20.0,-15.0,-23.0,-20.0,-11.0,-24.0,3345.81
98.0,19.0,20.0,3.0,19.0,7.0,11.0,-1.0,24.0,-1.0,19.0,-2.0,19.0,4.0,22.0,-9.0,20.0,20.0,0.0,23.0,12.0,1.0,18.0,-1.0,18.0,10.0,19.0,13.0,15.0,19.0,13.0,12.0,17.0,4.0,17.0,-6.0,19.0,-2.0,26.0,21.0,3.0,18.0,12.0,9.0,9.0,15.0,14.0,10.0,18.0,7.0,11.0,16.0,10.0,25.0,8.0,20.0,18.0,-5.0,18.0,-9.0,12.0,-10.0,24.0,24.0,-12.0,-20.0,-23.0,18.0,16.0,-7.0,-13.0,-23.0,3345.82
98.0,10.0,8.0,14.0,0.0,20.0,6.0,13.0,4.0,15.0,12.0,20.0,-1.0,15.0,9.0,15.0,-4.0,1.0,20.0,-1.0,1.0,11.0,-7.0,18.0,-13.0,22.0,-13.0,20.0,-14.0,12.0,-21.0,9.0,7.0,-27.0,0.0,-19.0,1.0,-20.0,0.0,5.0,-3.0,11.0,21.0,-8.0,14.0,10.0,-10.0,18.0,0.0,22.0,24.0,12.0,21.0,13.0,27.0,12.0,12.0,16.0,15.0,15.0,15.0,16.0,17.0,30.0,0.0,9.0,-1.0,21.0,8.0,17.0,13.0,17.0,3345.82
-88.0,-8.0,-13.0,-11.0,-2.0,-17.0,-3.0,-14.0,0.0,-13.0,-4.0,-23.0,-1.0,-21.0,-7.0,-12.0,-4.0,-8.0,-15.0,-4.0,-2.0,-23.0,-2.0,-22.0,0.0,-24.0,13.0,-18.0,9.0,-18.0,12.0,-13.0,-18.0,18.0,-16.0,11.0,-10.0,21.0,-18.0,-10.0,7.0,-6.0,-10.0,9.0,-15.0,-16.0,4.0,-15.0,3.0,-24.0,-16.0,6.0,-21.0,7.0,-25.0,-4.0,-1.0,-18.0,-14.0,-18.0,-5.0,-23.0,-15.0,-22.0,-9.0,-15.0,-18.0,-23.0,-16.0,-12.0,-16.0,-15.0,3345.83
36.0,-3.0,-8.0,-11.0,-8.0,-11.0,-12.0,-12.0,-12.0,-14.0,-14.0,-10.0,-17.0,-16.0,-13.0,-15.0,-14.0,-14.0,-24.0,-12.0,-13.0,-22.0,-11.0,-25.0,-10.0,-26.0,-7.0,-21.0,-7.0,-23.0,-8.0,-20.0,-20.0,-7.0,-18.0,-6.0,-18.0,-6.0,-16.0,-15.0,7.0,-3.0,-3.0,15.0,2.0,2.0,19.0,5.0,21.0,7.0,6.0,26.0,7.0,29.0,10.0,30.0,30.0,12.0,34.0,8.0,31.0,10.0,31.0,27.0,2.0,0.0,2.0,22.0,12.0,-4.0,-6.0,-4.0,3345.83
56.0,4.0,10.0,1.0,11.0,-4.0,16.0,-9.0,17.0,-4.0,18.0,-4.0,18.0,-6.0,19.0,-2.0,21.0,18.0,-11.0,23.0,21.0,-4.0,24.0,-3.0,23.0,-2.0,24.0,-3.0,22.0,-1.0,20.0,1.0,1.0,17.0,2.0,17.0,-4.0,15.0,-2.0,-2.0,4.0,10.0,13.0,-6.0,13.0,17.0,-15.0,14.0,-14.0,16.0,16.0,-17.0,20.0,-21.0,23.0,-20.0,-20.0,25.0,-20.0,24.0,-19.0,25.0,-18.0,-14.0,26.0,18.0,17.0,-7.0,-5.0,17.0,10.0,9.0,3345.84
-98.0,7.0,10.0,-5.0,13.0,-7.0,16.0,-13.0,14.0,-12.0,18.0,-12.0,16.0,-13.0,21.0,-11.0,21.0,21.0,-8.0,24.0,22.0,-10.0,20.0,-4.0,26.0,-4.0,23.0,-5.0,21.0,-2.0,17.0,-4.0,-1.0,17.0,-5.0,13.0,-7.0,12.0,-6.0,-6.0,2.0,9.0,14.0,-4.0,14.0,16.0,-8.0,22.0,-10.0,25.0,26.0,-9.0,24.0,-13.0,27.0,-13.0,-15.0,26.0,-12.0,28.0,-14.0,27.0,-13.0,-7.0,26.0,21.0,21.0,-1.0,0.0,8.0,11.0,6.0,3345.85
123.0,-5.0,-4.0,-4.0,-14.0,-7.0,-13.0,-13.0,-17.0,-13.0,-17.0,-17.0,-13.0,-15.0,-15.0,-19.0,-13.0,-14.0,-17.0,-15.0,-9.0,-20.0,-8.0,-19.0,-11.0,-27.0,-6.0,-19.0,-5.0,-23.0,-4.0,-24.0,-21.0,-6.0,-20.0,-9.0,-17.0,-6.0,-17.0,-14.0,6.0,-7.0,-4.0,12.0,-5.0,-5.0,20.0,-4.0,19.0,-2.0,0.0,25.0,3.0,30.0,4.0,34.0,33.0,3.0,28.0,-1.0,29.0,1.0,35.0,26.0,0.0,-1.0,-3.0,18.0,16.0,-9.0,-8.0,-9.0,3345.85
-113.0,11.0,14.0,-7.0,14.0,0.0,21.0,-5.0,19.0,-5.0,23.0,-8.0,22.0,-10.0,19.0,-11.0,24.0,25.0,-2.0,26.0,29.0,-2.0,28.0,-3.0,27.0,1.0,28.0,6.0,26.0,5.0,20.0,3.0,0.0,18.0,2.0,23.0,-1.0,16.0,0.0,2.0,4.0,11.0,12.0,-8.0,13.0,15.0,-10.0,25.0,-12.0,22.0,20.0,-16.0,28.0,-18.0,27.0,-21.0,-25.0,22.0,-26.0,27.0,-24.0,28.0,-20.0,-13.0,20.0,18.0,19.0,-4.0,-1.0,13.0,16.0,7.0,3345.86
108.0,-11.0,-11.0,5.0,-12.0,7.0,-17.0,7.0,-15.0,10.0,-15.0,9.0,-15.0,9.0,-17.0,11.0,-18.0,-19.0,10.0,-23.0,-25.0,8.0,-21.0,3.0,-24.0,7.0,-23.0,1.0,-21.0,4.0,-22.0,3.0,2.0,-23.0,1.0,-14.0,3.0,-15.0,6.0,1.0,-5.0,-10.0,-15.0,1.0,-17.0,-22.0,4.0,-20.0,3.0,-27.0,-26.0,9.0,-27.0,10.0,-29.0,10.0,12.0,-29.0,12.0,-27.0,10.0,-29.0,9.0,7.0,-23.0,-18.0,-19.0,-2.0,1.0,-16.0,-10.0,-9.0,3345.86
5.0,-7.0,-12.0,2.0,-15.0,5.0,-19.0,5.0,-16.0,4.0,-18.0,6.0,-21.0,7.0,-21.0,7.0,-21.0,-22.0,4.0,-24.0,-26.0,3.0,-26.0,-1.0,-23.0,2.0,-25.0,-4.0,-21.0,-4.0,-20.0,-5.0,-5.0,-18.0,-3.0,-19.0,-2.0,-16.0,-1.0,0.0,-3.0,-12.0,-13.0,3.0,-16.0,-17.0,11.0,-19.0,13.0,-22.0,-22.0,16.0,-24.0,12.0,-25.0,14.0,16.0,-26.0,17.0,-27.0,15.0,-27.0,14.0,11.0,-22.0,-20.0,-21.0,4.0,0.0,-17.0,-14.0,-7.0,3345.87
25.0,-3.0,1.0,-17.0,0.0,-15.0,-1.0,-16.0,-2.0,-20.0,-6.0,-23.0,-7.0,-20.0,1.0,-21.0,0.0,-4.0,-23.0,5.0,3.0,-26.0,7.0,-24.0,10.0,-25.0,9.0,-27.0,10.0,-25.0,10.0,-25.0,-22.0,7.0,-19.0,6.0,-17.0,2.0,-18.0,-16.0,7.0,-2.0,1.0,15.0,3.0,8.0,21.0,7.0,17.0,9.0,16.0,24.0,18.0,28.0,14.0,26.0,30.0,17.0,24.0,19.0,28.0,19.0,27.0,24.0,12.0,9.0,6.0,21.0,18.0,2.0,-5.0,0.0,3345.87
-90.0,1.0,5.0,8.0,10.0,8.0,11.0,10.0,13.0,12.0,15.0,12.0,16.0,16.0,17.0,11.0,14.0,16.0,20.0,14.0,10.0,24.0,9.0,19.0,9.0,23.0,8.0,23.0,1.0,20.0,6.0,20.0,18.0,5.0,17.0,7.0,14.0,4.0,13.0,11.0,-4.0,5.0,9.0,-13.0,3.0,4.0,-22.0,2.0,-21.0,1.0,1.0,-25.0,1.0,-28.0,-2.0,-29.0,-32.0,3.0,-30.0,0.0,-33.0,-1.0,-34.0,-30.0,4.0,2.0,5.0,-16.0,-16.0,7.0,8.0,7.0,3345.88
-110.0,-4.0,-2.0,11.0,3.0,17.0,-1.0,18.0,-1.0,17.0,2.0,18.0,-4.0,23.0,-1.0,20.0,-2.0,-2.0,22.0,-8.0,-8.0,22.0,-10.0,21.0,-11.0,24.0,-8.0,17.0,-11.0,17.0,-9.0,16.0,15.0,-9.0,19.0,-7.0,16.0,-6.0,17.0,13.0,-11.0,-5.0,-8.0,-14.0,-10.0,-11.0,-12.0,-16.0,-15.0,-19.0,-21.0,-16.0,-22.0,-16.0,-24.0,-18.0,-19.0,-25.0,-16.0,-28.0,-19.0,-26.0,-21.0,-20.0,-17.0,-13.0,-8.0,-15.0,-15.0,-4.0,-2.0,1.0,3345.88
94.0,-8.0,-8.0,8.0,-8.0,11.0,-4.0,12.0,-12.0,14.0,-12.0,16.0,-13.0,15.0,-18.0,12.0,-10.0,-14.0,17.0,-15.0,-21.0,18.0,-20.0,14.0,-17.0,14.0,-21.0,12.0,-22.0,11.0,-20.0,10.0,15.0,-18.0,11.0,-11.0,6.0,-14.0,12.0,7.0,-8.0,-11.0,-9.0,-3.0,-9.0,-18.0,1.0,-21.0,1.0,-20.0,-24.0,7.0,-28.0,8.0,-30.0,9.0,8.0,-28.0,7.0,-31.0,13.0,-30.0,7.0,3.0,-25.0,-21.0,-16.0,-3.0,-6.0,-18.0,-8.0,-4.0,3345.89
-68.0,-13.0,-15.0,12.0,-14.0,3.0,-14.0,13.0,-20.0,10.0,-3.0,11.0,-19.0,11.0,-19.0,11.0,-16.0,-10.0,4.0,-22.0,-21.0,3.0,-18.0,1.0,-22.0,12.0,-14.0,1.0,-16.0,-2.0,-16.0,-4.0,-12.0,-17.0,-11.0,-18.0,-9.0,-14.0,-11.0,-12.0,-7.0,-14.0,-13.0,-9.0,-6.0,-8.0,-19.0,-5.0,-19.0,-13.0,-3.0,-15.0,-1.0,-19.0,1.0,-17.0,-14.0,8.0,-11.0,9.0,-17.0,13.0,-11.0,-8.0,18.0,18.0,12.0,-6.0,-15.0,17.0,17.0,15.0,3345.9
98.0,8.0,7.0,-11.0,6.0,-11.0,16.0,-12.0,14.0,-17.0,12.0,-18.0,13.0,-17.0,8.0,-17.0,17.0,18.0,-13.0,22.0,15.0,-14.0,20.0,-7.0,18.0,-2.0,15.0,1.0,13.0,9.0,15.0,12.0,7.0,12.0,14.0,15.0,12.0,11.0,22.0,22.0,8.0,12.0,4.0,14.0,5.0,-2.0,19.0,2.0,18.0,-4.0,-5.0,17.0,-6.0,15.0,-11.0,13.0,7.0,-15.0,12.0,-19.0,5.0,-24.0,13.0,2.0,-21.0,-26.0,-25.0,6.0,1.0,-15.0,-10.0,-14.0,3345.9
-62.0,6.0,11.0,10.0,4.0,13.0,16.0,16.0,13.0,12.0,10.0,9.0,11.0,13.0,12.0,14.0,12.0,12.0,19.0,6.0,4.0,17.0,4.0,19.0,5.0,20.0,5.0,18.0,0.0,17.0,-1.0,17.0,17.0,2.0,15.0,0.0,10.0,0.0,9.0,8.0,-11.0,2.0,-1.0,-17.0,-5.0,-2.0,-20.0,-7.0,-24.0,-7.0,-13.0,-27.0,-13.0,-30.0,-15.0,-30.0,-30.0,-15.0,-31.0,-15.0,-29.0,-14.0,-32.0,-25.0,-9.0,-6.0,2.0,-18.0,-18.0,4.0,6.0,8.0,3345.93
-50.0,-23.0,-17.0,36.0,-19.0,42.0,-29.0,40.0,-10.0,41.0,-17.0,33.0,-14.0,31.0,-35.0,42.0,-27.0,-22.0,33.0,-34.0,-38.0,34.0,-41.0,24.0,-36.0,27.0,-42.0,21.0,-41.0,7.0,-33.0,9.0,11.0,-33.0,9.0,-27.0,7.0,-23.0,11.0,9.0,-21.0,-28.0,-35.0,-1.0,-45.0,-43.0,3.0,-51.0,-7.0,-61.0,-67.0,10.0,-74.0,10.0,-78.0,20.0,15.0,-86.0,14.0,-80.0,9.0,-75.0,0.0,-9.0,-61.0,-61.0,-54.0,-16.0,-9.0,-38.0,-11.0,-17.0,3345.94
-30.0,-7.0,-11.0,7.0,-12.0,7.0,-13.0,11.0,-14.0,12.0,-16.0,9.0,-16.0,13.0,-12.0,11.0,-16.0,-19.0,5.0,-21.0,-19.0,5.0,-17.0,2.0,-20.0,4.0,-19.0,3.0,-20.0,-1.0,-18.0,-6.0,-3.0,-14.0,-3.0,-13.0,-1.0,-10.0,1.0,2.0,-4.0,-14.0,-18.0,4.0,-15.0,-20.0,13.0,-21.0,16.0,-20.0,-24.0,14.0,-26.0,18.0,-25.0,22.0,17.0,-27.0,18.0,-30.0,15.0,-30.0,14.0,14.0,-23.0,-22.0,-22.0,-1.0,-7.0,-13.0,-9.0,-6.0,3345.94
-34.0,-24.0,-34.0,-9.0,-37.0,-21.0,-37.0,-34.0,-33.0,-19.0,-41.0,-25.0,-43.0,-23.0,-27.0,-32.0,-34.0,-48.0,-37.0,-33.0,-52.0,-43.0,-14.0,-37.0,-19.0,-43.0,-17.0,-40.0,-11.0,-41.0,-4.0,-38.0,-32.0,-4.0,-27.0,-5.0,-27.0,-11.0,-25.0,-8.0,25.0,-18.0,-9.0,35.0,6.0,8.0,52.0,11.0,60.0,12.0,14.0,71.0,18.0,70.0,22.0,74.0,70.0,30.0,79.0,12.0,73.0,25.0,79.0,66.0,6.0,1.0,-6.0,45.0,20.0,-12.0,-17.0,-20.0,3345.95
-14.0,4.0,15.0,-1.0,12.0,-6.0,20.0,-1.0,16.0,-3.0,20.0,-9.0,22.0,-10.0,18.0,-9.0,19.0,19.0,-7.0,22.0,17.0,-1.0,21.0,1.0,20.0,5.0,19.0,7.0,14.0,8.0,16.0,9.0,8.0,12.0,3.0,9.0,7.0,9.0,5.0,6.0,0.0,12.0,15.0,-9.0,15.0,15.0,-16.0,15.0,-19.0,22.0,20.0,-19.0,23.0,-27.0,20.0,-22.0,-24.0,22.0,-22.0,23.0,-25.0,23.0,-24.0,-17.0,15.0,19.0,16.0,-6.0,0.0,13.0,15.0,10.0,3345.95
94.0,-32.0,-33.0,13.0,-42.0,23.0,-41.0,26.0,-31.0,23.0,-34.0,23.0,-30.0,31.0,-49.0,27.0,-44.0,-45.0,24.0,-48.0,-56.0,4.0,-49.0,8.0,-49.0,4.0,-42.0,7.0,-42.0,2.0,-45.0,-2.0,-5.0,-29.0,5.0,-26.0,3.0,-28.0,1.0,2.0,-3.0,-31.0,-41.0,20.0,-42.0,-41.0,32.0,-44.0,29.0,-51.0,-51.0,48.0,-57.0,42.0,-57.0,53.0,48.0,-55.0,51.0,-55.0,44.0,-65.0,44.0,19.0,-47.0,-43.0,-41.0,-3.0,13.0,-33.0,-35.0,-22.0,3345.96
