subcarrier_0,subcarrier_4,subcarrier_6,subcarrier_7,subcarrier_8,subcarrier_11,subcarrier_12,subcarrier_13,subcarrier_14,subcarrier_15,subcarrier_16,subcarrier_17,subcarrier_18,subcarrier_19,subcarrier_20,subcarrier_21,subcarrier_22,subcarrier_24,subcarrier_27,subcarrier_28,subcarrier_30,subcarrier_31,subcarrier_32,subcarrier_33,subcarrier_34,subcarrier_35,subcarrier_36,subcarrier_39,subcarrier_40,subcarrier_41,subcarrier_42,subcarrier_43,subcarrier_45,subcarrier_46,subcarrier_47,subcarrier_48,subcarrier_49,subcarrier_50,subcarrier_51,subcarrier_53,subcarrier_76,subcarrier_79,subcarrier_81,subcarrier_82,subcarrier_83,subcarrier_85,subcarrier_86,subcarrier_87,subcarrier_88,subcarrier_89,subcarrier_91,subcarrier_92,subcarrier_93,subcarrier_94,subcarrier_95,subcarrier_96,subcarrier_98,subcarrier_101,subcarrier_102,subcarrier_103,subcarrier_104,subcarrier_105,subcarrier_106,subcarrier_110,subcarrier_113,subcarrier_115,subcarrier_117,subcarrier_118,subcarrier_120,subcarrier_121,subcarrier_125,subcarrier_127,timestamp
93.0,-21.0,-24.0,-10.0,-21.0,-6.0,-21.0,-9.0,-27.0,-6.0,-24.0,-6.0,-25.0,-9.0,-20.0,-9.0,-21.0,-22.0,-10.0,-14.0,-18.0,-11.0,-12.0,-21.0,-10.0,-18.0,-12.0,-21.0,-6.0,-18.0,-7.0,-20.0,-23.0,-5.0,-18.0,-4.0,-12.0,-4.0,-15.0,-15.0,3.0,-12.0,-10.0,15.0,-14.0,-8.0,15.0,-11.0,23.0,-12.0,-10.0,29.0,-11.0,27.0,-10.0,31.0,27.0,-12.0,20.0,-16.0,23.0,-16.0,20.0,16.0,-16.0,-13.0,-16.0,0.0,-5.0,-18.0,-17.0,-14.0,3349.23
-128.0,-18.0,-25.0,2.0,-22.0,6.0,-29.0,10.0,-23.0,5.0,-23.0,5.0,-23.0,5.0,-24.0,5.0,-27.0,-24.0,-4.0,-24.0,-21.0,-6.0,-22.0,-8.0,-22.0,-10.0,-18.0,-15.0,-17.0,-14.0,-15.0,-15.0,-17.0,-11.0,-15.0,-7.0,-14.0,-12.0,-13.0,-7.0,-2.0,-11.0,-12.0,7.0,-18.0,-18.0,7.0,-21.0,9.0,-23.0,-25.0,11.0,-27.0,13.0,-24.0,12.0,12.0,-27.0,10.0,-28.0,8.0,-26.0,10.0,4.0,-19.0,-15.0,-16.0,-11.0,-9.0,-13.0,-4.0,-4.0,3349.24
-128.0,-25.0,-15.0,-7.0,-12.0,-2.0,-27.0,-6.0,-12.0,-2.0,-21.0,-5.0,-17.0,-9.0,-19.0,-6.0,-19.0,-19.0,-12.0,-19.0,-15.0,-15.0,-17.0,-9.0,-18.0,-14.0,-17.0,-22.0,-9.0,-22.0,-6.0,-29.0,-18.0,3.0,-21.0,2.0,-15.0,3.0,-20.0,-24.0,7.0,-14.0,-13.0,-2.0,-15.0,-16.0,-10.0,-18.0,-10.0,-17.0,-19.0,-11.0,-5.0,-16.0,-9.0,-13.0,-14.0,-5.0,-22.0,-10.0,-28.0,3.0,-13.0,-25.0,3.0,15.0,11.0,-17.0,-23.0,14.0,11.0,-1.0,3349.24
-118.0,-5.0,-7.0,-20.0,-5.0,-15.0,-9.0,-10.0,3.0,-22.0,-2.0,-26.0,0.0,-23.0,-7.0,-18.0,-1.0,1.0,-25.0,-3.0,-7.0,-13.0,-1.0,-18.0,-6.0,-10.0,-3.0,-9.0,-8.0,-11.0,-1.0,-9.0,-12.0,-1.0,-6.0,2.0,-1.0,-5.0,-2.0,0.0,-6.0,-1.0,-4.0,-13.0,-8.0,-1.0,-7.0,2.0,-12.0,7.0,4.0,-7.0,3.0,-16.0,8.0,-5.0,-9.0,-1.0,-15.0,-3.0,-20.0,2.0,-9.0,-3.0,-1.0,-9.0,-5.0,-7.0,-5.0,-4.0,-13.0,-8.0,3349.3
-98.0,-2.0,-9.0,-13.0,-8.0,-22.0,-8.0,-21.0,-5.0,-22.0,-9.0,-11.0,-9.0,-24.0,-9.0,-18.0,-15.0,-9.0,-10.0,-17.0,-13.0,-19.0,-8.0,-12.0,-15.0,-10.0,-8.0,-6.0,-10.0,-6.0,-6.0,-6.0,-6.0,-12.0,-6.0,0.0,-4.0,-2.0,-6.0,-8.0,-14.0,-13.0,-16.0,-6.0,-9.0,-11.0,-15.0,3.0,-14.0,-6.0,0.0,-14.0,-5.0,-12.0,7.0,-16.0,-10.0,3.0,-12.0,5.0,-24.0,0.0,-13.0,-11.0,0.0,-8.0,-9.0,-1.0,0.0,-22.0,-17.0,-11.0,3349.31
94.0,-6.0,-12.0,12.0,-7.0,32.0,-5.0,25.0,-11.0,18.0,-3.0,18.0,-5.0,20.0,-1.0,13.0,-11.0,-13.0,8.0,-6.0,12.0,21.0,1.0,9.0,-5.0,10.0,3.0,3.0,3.0,9.0,0.0,10.0,3.0,-4.0,7.0,0.0,5.0,-2.0,3.0,7.0,12.0,6.0,0.0,8.0,3.0,9.0,-2.0,1.0,7.0,15.0,0.0,13.0,5.0,16.0,7.0,9.0,6.0,10.0,11.0,9.0,3.0,5.0,12.0,11.0,14.0,9.0,15.0,-8.0,-1.0,7.0,10.0,11.0,3349.31
94.0,8.0,9.0,17.0,3.0,5.0,16.0,5.0,17.0,7.0,11.0,15.0,7.0,0.0,15.0,5.0,16.0,17.0,8.0,12.0,20.0,-7.0,12.0,2.0,12.0,-8.0,13.0,2.0,18.0,2.0,10.0,2.0,-10.0,4.0,4.0,1.0,-9.0,4.0,-4.0,-4.0,-8.0,6.0,14.0,-4.0,13.0,7.0,10.0,11.0,7.0,0.0,-3.0,12.0,6.0,13.0,15.0,3.0,7.0,6.0,14.0,11.0,2.0,7.0,5.0,19.0,9.0,3.0,7.0,13.0,-2.0,7.0,16.0,12.0,3349.32
116.0,15.0,3.0,-14.0,14.0,-13.0,9.0,-14.0,17.0,-21.0,15.0,-18.0,12.0,-15.0,7.0,-10.0,10.0,4.0,-11.0,-3.0,14.0,-13.0,3.0,-11.0,5.0,-14.0,11.0,-7.0,1.0,-12.0,-1.0,-5.0,-12.0,-4.0,-3.0,0.0,-6.0,5.0,-10.0,-5.0,-4.0,-16.0,-9.0,-3.0,-7.0,-7.0,-6.0,-12.0,5.0,-13.0,-13.0,-12.0,-1.0,-7.0,-3.0,-6.0,-10.0,-11.0,-7.0,-9.0,-7.0,-16.0,-9.0,-4.0,-19.0,-12.0,-8.0,16.0,-1.0,-11.0,-9.0,-3.0,3349.32
100.0,-9.0,-7.0,-19.0,6.0,-20.0,-4.0,-15.0,-11.0,-29.0,-6.0,-26.0,1.0,-23.0,-8.0,-11.0,-20.0,-2.0,-14.0,-18.0,-6.0,-7.0,-15.0,-15.0,-7.0,-17.0,2.0,-12.0,-6.0,-10.0,-1.0,-2.0,-6.0,-8.0,-12.0,-8.0,-1.0,3.0,3.0,5.0,-3.0,-4.0,-11.0,-2.0,-15.0,-17.0,-14.0,-5.0,-12.0,-7.0,-10.0,-14.0,-2.0,-18.0,-3.0,-15.0,-10.0,-7.0,-16.0,-4.0,-15.0,1.0,-8.0,-12.0,-12.0,-7.0,-20.0,-3.0,-4.0,-5.0,-12.0,-11.0,3349.33
-68.0,-14.0,-5.0,8.0,-6.0,15.0,-10.0,23.0,-16.0,20.0,-9.0,17.0,-12.0,-2.0,-10.0,18.0,-3.0,-10.0,20.0,-9.0,-3.0,19.0,-8.0,21.0,-10.0,9.0,-1.0,20.0,6.0,19.0,0.0,13.0,14.0,-2.0,6.0,0.0,6.0,-4.0,9.0,8.0,4.0,11.0,8.0,0.0,13.0,10.0,14.0,7.0,15.0,7.0,3.0,12.0,7.0,15.0,1.0,16.0,18.0,-7.0,10.0,13.0,10.0,4.0,4.0,-1.0,10.0,6.0,15.0,-3.0,-6.0,16.0,10.0,6.0,3349.33
84.0,8.0,11.0,-3.0,7.0,-16.0,8.0,-13.0,10.0,-15.0,17.0,-8.0,6.0,-22.0,5.0,-12.0,8.0,-4.0,-17.0,4.0,-3.0,-14.0,2.0,-20.0,-12.0,-15.0,1.0,-11.0,-3.0,-9.0,-3.0,-10.0,-6.0,5.0,-9.0,2.0,0.0,3.0,-6.0,1.0,15.0,2.0,-8.0,9.0,-7.0,-8.0,7.0,-4.0,8.0,-8.0,-5.0,2.0,-9.0,-4.0,-14.0,4.0,3.0,-10.0,-3.0,-16.0,8.0,-12.0,8.0,11.0,-22.0,1.0,-6.0,17.0,8.0,2.0,-16.0,2.0,3349.34
104.0,17.0,12.0,17.0,11.0,17.0,11.0,11.0,22.0,6.0,15.0,6.0,15.0,13.0,14.0,9.0,16.0,12.0,13.0,17.0,15.0,5.0,8.0,9.0,7.0,4.0,12.0,5.0,5.0,2.0,15.0,-1.0,6.0,9.0,-1.0,4.0,4.0,-5.0,-1.0,1.0,11.0,0.0,-8.0,12.0,-3.0,1.0,11.0,-4.0,6.0,-12.0,-1.0,7.0,7.0,0.0,-15.0,12.0,7.0,-15.0,7.0,-14.0,9.0,-13.0,13.0,18.0,8.0,-1.0,6.0,7.0,13.0,11.0,2.0,2.0,3349.34
108.0,19.0,0.0,-9.0,17.0,-2.0,17.0,-14.0,14.0,-11.0,11.0,-18.0,6.0,-22.0,2.0,-13.0,7.0,11.0,-7.0,14.0,9.0,-12.0,12.0,-17.0,0.0,-15.0,7.0,-11.0,8.0,-18.0,0.0,-3.0,-3.0,8.0,0.0,7.0,-3.0,0.0,-6.0,-1.0,2.0,-4.0,-7.0,10.0,-14.0,-16.0,2.0,-2.0,-6.0,-4.0,-6.0,5.0,-13.0,-1.0,-12.0,-5.0,-5.0,-16.0,-1.0,-21.0,-1.0,-13.0,3.0,3.0,-21.0,-2.0,0.0,9.0,6.0,-14.0,-9.0,-13.0,3349.35
-73.0,-1.0,-4.0,14.0,-5.0,27.0,-4.0,27.0,10.0,16.0,-3.0,22.0,-10.0,16.0,-11.0,19.0,4.0,-3.0,12.0,2.0,-4.0,15.0,7.0,19.0,5.0,18.0,0.0,14.0,6.0,11.0,1.0,10.0,13.0,-5.0,7.0,-2.0,5.0,-5.0,8.0,2.0,14.0,-2.0,-1.0,11.0,2.0,4.0,14.0,-1.0,12.0,-11.0,-11.0,9.0,3.0,7.0,-10.0,8.0,5.0,0.0,16.0,-5.0,3.0,5.0,17.0,3.0,3.0,6.0,13.0,4.0,-3.0,14.0,14.0,13.0,3349.35
-113.0,-22.0,-19.0,13.0,-18.0,11.0,-16.0,13.0,-18.0,14.0,-18.0,9.0,-15.0,13.0,-16.0,10.0,-19.0,-18.0,1.0,-18.0,-18.0,-8.0,-19.0,-6.0,-20.0,-10.0,-17.0,-14.0,-16.0,-14.0,-16.0,-14.0,-20.0,-14.0,-16.0,-14.0,-15.0,-12.0,-15.0,-13.0,-3.0,-12.0,-15.0,2.0,-21.0,-20.0,8.0,-22.0,9.0,-24.0,-27.0,5.0,-29.0,8.0,-31.0,11.0,10.0,-29.0,9.0,-30.0,5.0,-31.0,6.0,-1.0,-22.0,-19.0,-15.0,-12.0,-8.0,-9.0,-5.0,-2.0,3349.36
-93.0,-21.0,-12.0,-15.0,-17.0,-6.0,-19.0,-6.0,-15.0,-8.0,-18.0,-4.0,-18.0,-10.0,-18.0,-11.0,-17.0,-10.0,-15.0,-14.0,-6.0,-18.0,-4.0,-16.0,-4.0,-13.0,2.0,-15.0,9.0,-13.0,5.0,-14.0,-18.0,6.0,-16.0,8.0,-18.0,6.0,-16.0,-14.0,4.0,-6.0,-8.0,10.0,-7.0,-8.0,17.0,-12.0,22.0,-10.0,-10.0,19.0,-9.0,26.0,-13.0,27.0,25.0,-15.0,24.0,-12.0,24.0,-10.0,23.0,18.0,-13.0,-14.0,-10.0,1.0,-2.0,-10.0,-15.0,-13.0,3349.36
-82.0,15.0,18.0,-5.0,15.0,-15.0,14.0,-7.0,16.0,-19.0,19.0,-17.0,22.0,-8.0,14.0,-7.0,10.0,16.0,-6.0,12.0,8.0,-14.0,1.0,-21.0,4.0,-16.0,1.0,-17.0,2.0,-13.0,0.0,-9.0,-8.0,-7.0,-7.0,-2.0,-4.0,3.0,-6.0,-5.0,20.0,2.0,4.0,14.0,4.0,-5.0,3.0,-2.0,6.0,-3.0,-1.0,4.0,-5.0,2.0,-7.0,9.0,3.0,-12.0,11.0,-14.0,3.0,-7.0,4.0,-2.0,-7.0,-7.0,-3.0,11.0,16.0,0.0,8.0,0.0,3349.37
94.0,-9.0,-8.0,-15.0,-4.0,-18.0,-3.0,-20.0,-11.0,-22.0,-8.0,-17.0,-8.0,-22.0,0.0,-22.0,-5.0,-12.0,-16.0,-13.0,-8.0,-18.0,-10.0,-17.0,-11.0,-9.0,-14.0,-9.0,-6.0,-5.0,-8.0,-6.0,-10.0,-7.0,-9.0,-6.0,-10.0,-3.0,0.0,-10.0,-13.0,-9.0,-11.0,-11.0,-4.0,-3.0,-14.0,-5.0,-9.0,-3.0,3.0,-4.0,4.0,-6.0,4.0,-11.0,-12.0,8.0,-12.0,9.0,-15.0,3.0,-15.0,-11.0,-10.0,-5.0,-5.0,-9.0,-14.0,-7.0,-16.0,-12.0,3349.4
-128.0,10.0,5.0,-3.0,20.0,-9.0,15.0,-9.0,23.0,-12.0,17.0,-17.0,21.0,-10.0,17.0,-9.0,16.0,18.0,-7.0,10.0,15.0,-16.0,15.0,-5.0,16.0,-5.0,12.0,-10.0,9.0,-4.0,12.0,-12.0,-5.0,-1.0,-4.0,4.0,-2.0,-1.0,-1.0,5.0,-2.0,-11.0,-15.0,-6.0,-13.0,-2.0,-4.0,-8.0,3.0,-14.0,-6.0,-6.0,1.0,-10.0,-11.0,-10.0,-21.0,-8.0,-17.0,-3.0,-5.0,-13.0,-10.0,3.0,-11.0,-10.0,-9.0,6.0,8.0,-17.0,1.0,-21.0,3349.41
-128.0,-12.0,-13.0,16.0,-24.0,16.0,-19.0,15.0,-12.0,25.0,-12.0,14.0,-12.0,1.0,-13.0,17.0,-14.0,-20.0,4.0,-15.0,-20.0,6.0,-14.0,-3.0,-13.0,-4.0,-11.0,-10.0,-13.0,-18.0,-13.0,-13.0,-12.0,-15.0,-11.0,-11.0,-12.0,-8.0,-14.0,-14.0,-4.0,-10.0,-13.0,-7.0,-18.0,-15.0,-5.0,-21.0,-2.0,-24.0,-25.0,-5.0,-28.0,-5.0,-25.0,-6.0,-4.0,-31.0,-4.0,-27.0,-11.0,-24.0,-8.0,-6.0,-17.0,-15.0,-10.0,-12.0,-6.0,8.0,1.0,1.0,3349.41
-39.0,24.0,-9.0,-36.0,11.0,-65.0,-9.0,-27.0,3.0,-43.0,26.0,-47.0,0.0,-50.0,-5.0,-44.0,-13.0,14.0,-40.0,34.0,39.0,-24.0,23.0,-20.0,29.0,-19.0,25.0,7.0,33.0,15.0,34.0,5.0,19.0,28.0,16.0,33.0,14.0,27.0,14.0,14.0,12.0,11.0,23.0,23.0,24.0,29.0,29.0,39.0,31.0,43.0,45.0,41.0,44.0,44.0,50.0,41.0,43.0,45.0,50.0,47.0,35.0,51.0,33.0,33.0,17.0,18.0,23.0,43.0,21.0,-2.0,-23.0,-18.0,3349.42
-39.0,8.0,-18.0,-28.0,-6.0,-49.0,-20.0,-25.0,-18.0,-58.0,-15.0,-44.0,-29.0,-35.0,-14.0,-44.0,-23.0,-1.0,-30.0,9.0,25.0,-37.0,12.0,-29.0,26.0,-30.0,27.0,-10.0,26.0,-25.0,38.0,-11.0,1.0,28.0,-14.0,41.0,-2.0,35.0,-12.0,-6.0,12.0,-13.0,0.0,34.0,-7.0,-2.0,43.0,0.0,52.0,3.0,5.0,57.0,10.0,66.0,-5.0,66.0,77.0,10.0,60.0,-1.0,64.0,9.0,58.0,52.0,-4.0,-11.0,-2.0,20.0,20.0,-9.0,-51.0,-30.0,3349.42
-39.0,3.0,4.0,-22.0,5.0,-20.0,0.0,-21.0,2.0,-23.0,10.0,-17.0,6.0,-18.0,-7.0,-25.0,-2.0,5.0,-12.0,4.0,2.0,-14.0,2.0,-20.0,0.0,-11.0,2.0,-14.0,5.0,-10.0,9.0,-16.0,-8.0,-1.0,-3.0,1.0,-2.0,4.0,-6.0,3.0,-13.0,6.0,-2.0,-10.0,-8.0,-5.0,-13.0,2.0,-6.0,11.0,2.0,-10.0,7.0,-16.0,6.0,-11.0,-11.0,7.0,-20.0,5.0,-15.0,-1.0,-8.0,-9.0,-11.0,-9.0,-2.0,-11.0,-4.0,-18.0,-20.0,-22.0,3349.43
-39.0,-19.0,-15.0,-3.0,-18.0,1.0,-31.0,6.0,-19.0,-5.0,-20.0,1.0,-34.0,13.0,-16.0,-2.0,-17.0,-18.0,9.0,-14.0,-22.0,4.0,-6.0,10.0,-10.0,9.0,-15.0,12.0,-7.0,13.0,-6.0,-2.0,3.0,-9.0,0.0,-11.0,3.0,1.0,2.0,-3.0,-11.0,0.0,-7.0,-5.0,1.0,-3.0,-13.0,-1.0,-14.0,-2.0,4.0,-8.0,5.0,-9.0,10.0,-6.0,-14.0,11.0,-10.0,-1.0,-11.0,7.0,-7.0,-3.0,1.0,5.0,2.0,-12.0,-8.0,-2.0,-3.0,-4.0,3349.44
98.0,13.0,14.0,13.0,15.0,2.0,21.0,11.0,13.0,12.0,14.0,6.0,26.0,10.0,18.0,11.0,18.0,10.0,-4.0,15.0,19.0,-5.0,11.0,-3.0,11.0,-6.0,10.0,-10.0,7.0,-2.0,4.0,-4.0,-1.0,1.0,-6.0,1.0,-2.0,6.0,-3.0,2.0,4.0,4.0,11.0,6.0,2.0,10.0,10.0,8.0,10.0,14.0,-1.0,9.0,1.0,8.0,-1.0,7.0,16.0,-3.0,12.0,0.0,10.0,-2.0,4.0,19.0,0.0,1.0,-1.0,7.0,13.0,8.0,7.0,4.0,3349.44
98.0,-7.0,-14.0,-13.0,0.0,-11.0,-9.0,-22.0,-10.0,-17.0,1.0,-14.0,3.0,-18.0,-2.0,-23.0,4.0,7.0,-15.0,10.0,6.0,-11.0,7.0,-5.0,11.0,-8.0,14.0,-4.0,15.0,2.0,13.0,-2.0,2.0,13.0,2.0,11.0,2.0,13.0,0.0,5.0,3.0,2.0,1.0,10.0,2.0,6.0,15.0,6.0,16.0,8.0,7.0,21.0,11.0,24.0,12.0,24.0,23.0,12.0,21.0,8.0,26.0,10.0,27.0,22.0,0.0,2.0,3.0,15.0,14.0,-3.0,0.0,-10.0,3349.51
94.0,-30.0,-8.0,18.0,-34.0,26.0,-43.0,61.0,-29.0,47.0,-51.0,29.0,-21.0,13.0,-40.0,1.0,-47.0,-33.0,33.0,-35.0,-38.0,9.0,-33.0,-1.0,-38.0,-3.0,-28.0,-10.0,-21.0,-13.0,-31.0,-20.0,-34.0,-28.0,-26.0,-21.0,-26.0,-16.0,-22.0,-19.0,3.0,-16.0,-19.0,20.0,-24.0,-28.0,18.0,-36.0,37.0,-44.0,-44.0,23.0,-51.0,28.0,-59.0,24.0,22.0,-59.0,40.0,-57.0,15.0,-52.0,19.0,18.0,-63.0,-26.0,-28.0,-23.0,-18.0,-45.0,-22.0,-11.0,3349.52
94.0,2.0,-10.0,-49.0,-11.0,-63.0,6.0,-51.0,-26.0,-50.0,-44.0,-48.0,-29.0,-48.0,3.0,-51.0,-24.0,-2.0,-49.0,6.0,22.0,-44.0,27.0,-38.0,17.0,-34.0,32.0,-13.0,33.0,-19.0,26.0,-13.0,-7.0,23.0,-10.0,37.0,-3.0,28.0,-9.0,-7.0,5.0,6.0,10.0,28.0,21.0,18.0,35.0,18.0,38.0,26.0,34.0,37.0,31.0,48.0,22.0,45.0,51.0,43.0,55.0,37.0,65.0,41.0,62.0,60.0,25.0,14.0,8.0,40.0,41.0,15.0,-30.0,-9.0,3349.53
55.0,36.0,46.0,-10.0,63.0,-22.0,44.0,-24.0,39.0,12.0,30.0,-19.0,20.0,-25.0,54.0,-19.0,47.0,59.0,-4.0,43.0,43.0,19.0,38.0,14.0,29.0,23.0,25.0,17.0,18.0,16.0,19.0,32.0,31.0,13.0,26.0,8.0,33.0,22.0,26.0,23.0,0.0,11.0,13.0,-15.0,21.0,29.0,-15.0,36.0,-14.0,47.0,51.0,-32.0,48.0,-33.0,48.0,-27.0,-29.0,58.0,-24.0,67.0,-37.0,44.0,-24.0,-22.0,42.0,67.0,26.0,2.0,35.0,43.0,23.0,36.0,3349.53
75.0,26.0,32.0,-41.0,-3.0,-36.0,26.0,-37.0,39.0,-33.0,20.0,-47.0,39.0,-20.0,26.0,-42.0,15.0,20.0,-25.0,48.0,47.0,-5.0,33.0,1.0,34.0,14.0,37.0,20.0,27.0,22.0,25.0,12.0,27.0,27.0,16.0,18.0,24.0,19.0,23.0,21.0,11.0,4.0,19.0,14.0,14.0,25.0,30.0,34.0,24.0,39.0,46.0,19.0,48.0,19.0,47.0,23.0,42.0,54.0,42.0,63.0,37.0,55.0,29.0,35.0,33.0,22.0,27.0,28.0,12.0,9.0,9.0,-9.0,3349.54
-93.0,24.0,21.0,-24.0,42.0,3.0,60.0,16.0,47.0,10.0,40.0,6.0,35.0,14.0,43.0,8.0,40.0,45.0,39.0,32.0,22.0,25.0,2.0,20.0,9.0,34.0,-4.0,35.0,-2.0,35.0,-8.0,33.0,34.0,-15.0,34.0,-10.0,27.0,-8.0,22.0,29.0,-10.0,5.0,16.0,-27.0,19.0,26.0,-26.0,32.0,-33.0,31.0,33.0,-38.0,37.0,-46.0,41.0,-50.0,-47.0,39.0,-57.0,43.0,-38.0,49.0,-47.0,-26.0,41.0,34.0,34.0,1.0,-14.0,25.0,36.0,29.0,3349.54
-73.0,-8.0,-7.0,-29.0,-15.0,-34.0,-9.0,-51.0,3.0,-25.0,22.0,-33.0,-5.0,-53.0,16.0,-44.0,13.0,-10.0,-34.0,13.0,17.0,-40.0,21.0,-19.0,32.0,-22.0,33.0,-5.0,32.0,7.0,38.0,2.0,6.0,26.0,7.0,37.0,8.0,29.0,16.0,16.0,6.0,-5.0,4.0,25.0,2.0,2.0,38.0,-4.0,43.0,15.0,9.0,55.0,5.0,49.0,13.0,70.0,66.0,16.0,67.0,9.0,54.0,3.0,57.0,43.0,-23.0,-10.0,-1.0,47.0,21.0,-33.0,-18.0,-10.0,3349.55
-93.0,-4.0,-4.0,-13.0,-5.0,-15.0,-4.0,-16.0,-2.0,-11.0,-10.0,-12.0,-13.0,-17.0,2.0,-18.0,-6.0,-6.0,-25.0,-7.0,5.0,-23.0,-2.0,-25.0,1.0,-11.0,4.0,-19.0,24.0,-17.0,18.0,-11.0,-14.0,14.0,-12.0,15.0,-5.0,28.0,-12.0,-2.0,10.0,-7.0,-11.0,7.0,-13.0,-17.0,7.0,-17.0,-4.0,-13.0,-21.0,-9.0,-17.0,-3.0,-14.0,-10.0,-2.0,-22.0,-16.0,-24.0,-19.0,-18.0,-16.0,-19.0,-18.0,-14.0,-12.0,-20.0,-16.0,-6.0,-17.0,-10.0,3349.55
98.0,-15.0,-18.0,-6.0,-19.0,-3.0,-25.0,-18.0,-22.0,-5.0,-20.0,-5.0,-17.0,-7.0,-17.0,-10.0,-13.0,-22.0,-1.0,-11.0,-13.0,2.0,-5.0,7.0,-6.0,14.0,-4.0,0.0,-9.0,1.0,-7.0,5.0,7.0,-7.0,7.0,-5.0,2.0,-3.0,6.0,-3.0,-6.0,-3.0,-13.0,-5.0,-8.0,-9.0,-6.0,2.0,-3.0,-8.0,-1.0,-11.0,-5.0,-12.0,-5.0,-10.0,-11.0,-3.0,-19.0,4.0,-14.0,0.0,-10.0,-10.0,-6.0,-7.0,-5.0,-7.0,-12.0,-10.0,-7.0,-14.0,3349.61
98.0,-6.0,-1.0,-23.0,10.0,-20.0,2.0,-13.0,10.0,-25.0,4.0,-15.0,8.0,-13.0,1.0,-16.0,-2.0,3.0,-23.0,-6.0,-2.0,-17.0,-7.0,-11.0,4.0,-15.0,-5.0,-9.0,0.0,-11.0,-2.0,-8.0,-13.0,2.0,-8.0,1.0,-10.0,4.0,-3.0,-3.0,-10.0,-12.0,-16.0,-7.0,-15.0,-6.0,-3.0,-5.0,-7.0,-4.0,1.0,-5.0,0.0,-10.0,-3.0,-16.0,-10.0,0.0,-11.0,-7.0,-15.0,1.0,-9.0,-8.0,-4.0,-3.0,0.0,-5.0,0.0,-7.0,-13.0,-11.0,3349.61
90.0,-5.0,2.0,-12.0,11.0,-16.0,13.0,-17.0,20.0,-11.0,10.0,-13.0,15.0,-16.0,10.0,-9.0,15.0,15.0,-1.0,17.0,23.0,-23.0,12.0,-6.0,21.0,-3.0,15.0,-4.0,24.0,5.0,13.0,3.0,8.0,23.0,8.0,18.0,12.0,16.0,14.0,13.0,11.0,9.0,2.0,18.0,-6.0,1.0,15.0,-3.0,13.0,-10.0,-14.0,15.0,-1.0,17.0,-18.0,17.0,11.0,-18.0,13.0,-20.0,9.0,-23.0,14.0,6.0,-24.0,-24.0,-28.0,-1.0,10.0,-19.0,-16.0,-13.0,3349.62
86.0,-3.0,-3.0,-10.0,-14.0,-18.0,-9.0,-9.0,-6.0,-12.0,-20.0,-13.0,-7.0,-18.0,-6.0,-12.0,-7.0,-12.0,-23.0,7.0,4.0,-23.0,2.0,-15.0,2.0,-9.0,-6.0,-15.0,14.0,-19.0,6.0,-10.0,-11.0,19.0,-11.0,11.0,-4.0,5.0,-9.0,-8.0,-3.0,-9.0,-3.0,7.0,-7.0,-2.0,11.0,2.0,22.0,-12.0,-12.0,33.0,-2.0,30.0,-6.0,31.0,37.0,-8.0,28.0,-8.0,29.0,-5.0,34.0,27.0,-18.0,-8.0,-10.0,10.0,4.0,-15.0,-21.0,-14.0,3349.62
86.0,-38.0,-24.0,10.0,-31.0,42.0,-43.0,22.0,-28.0,16.0,-49.0,-10.0,-38.0,20.0,-33.0,16.0,-42.0,-37.0,13.0,-49.0,-39.0,-3.0,-23.0,-15.0,-29.0,-20.0,-27.0,-25.0,-16.0,-39.0,-23.0,-27.0,-35.0,-4.0,-33.0,-4.0,-36.0,-6.0,-35.0,-24.0,6.0,-7.0,-17.0,-8.0,-17.0,-32.0,-6.0,-36.0,0.0,-42.0,-50.0,5.0,-52.0,-6.0,-64.0,-6.0,-1.0,-60.0,-3.0,-64.0,0.0,-64.0,9.0,-9.0,-66.0,-49.0,-52.0,-43.0,-34.0,-32.0,-26.0,-11.0,3349.63
-85.0,13.0,6.0,17.0,9.0,2.0,16.0,6.0,23.0,11.0,17.0,4.0,17.0,1.0,12.0,14.0,21.0,23.0,17.0,9.0,11.0,10.0,4.0,16.0,7.0,24.0,6.0,13.0,-12.0,14.0,-6.0,19.0,11.0,-15.0,7.0,-20.0,9.0,-23.0,3.0,11.0,10.0,-1.0,-6.0,12.0,-1.0,-6.0,13.0,-15.0,8.0,-5.0,-3.0,15.0,-21.0,0.0,-11.0,20.0,12.0,-17.0,9.0,-13.0,16.0,-26.0,13.0,19.0,-27.0,-16.0,-18.0,4.0,6.0,-16.0,-15.0,1.0,3349.67
94.0,-7.0,9.0,20.0,14.0,37.0,36.0,23.0,18.0,26.0,13.0,19.0,19.0,29.0,31.0,28.0,26.0,20.0,24.0,-1.0,1.0,42.0,-5.0,34.0,-17.0,32.0,-26.0,21.0,-31.0,17.0,-24.0,18.0,2.0,-31.0,6.0,-38.0,-1.0,-30.0,-2.0,4.0,-7.0,7.0,15.0,-18.0,15.0,23.0,-31.0,26.0,-31.0,32.0,36.0,-39.0,39.0,-39.0,30.0,-44.0,-38.0,47.0,-40.0,34.0,-34.0,45.0,-41.0,-31.0,53.0,53.0,37.0,0.0,-5.0,40.0,42.0,37.0,3349.72
