subcarrier_0,subcarrier_1,subcarrier_2,subcarrier_4,subcarrier_5,subcarrier_6,subcarrier_7,subcarrier_8,subcarrier_9,subcarrier_10,subcarrier_11,subcarrier_13,subcarrier_14,subcarrier_15,subcarrier_16,subcarrier_18,subcarrier_20,subcarrier_21,subcarrier_23,subcarrier_24,subcarrier_25,subcarrier_27,subcarrier_28,subcarrier_30,subcarrier_31,subcarrier_33,subcarrier_34,subcarrier_35,subcarrier_36,subcarrier_38,subcarrier_40,subcarrier_41,subcarrier_42,subcarrier_43,subcarrier_44,subcarrier_45,subcarrier_46,subcarrier_47,subcarrier_48,subcarrier_49,subcarrier_50,subcarrier_52,subcarrier_53,subcarrier_76,subcarrier_79,subcarrier_80,subcarrier_81,subcarrier_84,subcarrier_85,subcarrier_86,subcarrier_87,subcarrier_90,subcarrier_92,subcarrier_93,subcarrier_94,subcarrier_95,subcarrier_96,subcarrier_97,subcarrier_98,subcarrier_99,subcarrier_101,subcarrier_102,subcarrier_103,subcarrier_104,subcarrier_106,subcarrier_107,subcarrier_108,subcarrier_109,subcarrier_110,subcarrier_111,subcarrier_112,subcarrier_114,subcarrier_116,subcarrier_119,subcarrier_120,subcarrier_121,subcarrier_122,subcarrier_123,subcarrier_124,subcarrier_125,subcarrier_126,subcarrier_127,timestamp
-34.0,-32.0,13.0,12.0,15.0,14.0,18.0,10.0,11.0,11.0,19.0,16.0,16.0,20.0,11.0,17.0,14.0,19.0,18.0,13.0,19.0,19.0,20.0,6.0,13.0,13.0,15.0,8.0,11.0,5.0,-4.0,3.0,-3.0,4.0,-8.0,-2.0,-11.0,3.0,-20.0,-1.0,-20.0,-20.0,-4.0,-20.0,-27.0,-26.0,-28.0,-31.0,-29.0,-25.0,-28.0,-27.0,-24.0,-19.0,-16.0,-18.0,-18.0,-18.0,-19.0,-11.0,-14.0,-7.0,-10.0,-5.0,-5.0,-7.0,-3.0,-4.0,3.0,-3.0,9.0,9.0,16.0,3.0,11.0,9.0,14.0,12.0,7.0,7.0,15.0,8.0,1668.56
124.0,-63.0,23.0,-18.0,5.0,-23.0,3.0,-23.0,12.0,-24.0,7.0,10.0,-27.0,12.0,-20.0,-20.0,-28.0,14.0,10.0,-25.0,15.0,16.0,-22.0,-17.0,8.0,10.0,-15.0,9.0,-9.0,-5.0,-13.0,2.0,-4.0,-4.0,-1.0,-8.0,-2.0,-15.0,3.0,-17.0,-3.0,0.0,-28.0,25.0,-4.0,32.0,-7.0,35.0,-10.0,38.0,-11.0,30.0,31.0,-12.0,31.0,-11.0,23.0,-3.0,18.0,-8.0,-8.0,10.0,-9.0,10.0,8.0,-4.0,0.0,-1.0,2.0,1.0,-3.0,-1.0,-12.0,10.0,-7.0,10.0,-8.0,7.0,-11.0,12.0,-15.0,7.0,1668.56
94.0,-32.0,5.0,-18.0,-13.0,-16.0,-16.0,-13.0,-18.0,-23.0,-18.0,-18.0,-14.0,-17.0,-18.0,-17.0,-20.0,-18.0,-17.0,-18.0,-17.0,-17.0,-20.0,-15.0,-13.0,-7.0,-11.0,-11.0,-8.0,-6.0,-4.0,-5.0,2.0,-4.0,6.0,-2.0,9.0,-5.0,14.0,-1.0,17.0,22.0,4.0,20.0,19.0,27.0,20.0,28.0,19.0,29.0,18.0,31.0,26.0,19.0,22.0,13.0,15.0,16.0,19.0,11.0,13.0,9.0,6.0,7.0,4.0,1.0,-3.0,4.0,0.0,-1.0,-7.0,-8.0,-9.0,-5.0,-12.0,0.0,-11.0,-5.0,-13.0,-13.0,-16.0,-8.0,1668.57
120.0,-128.0,7.0,-3.0,-22.0,4.0,-23.0,2.0,-21.0,4.0,-24.0,-22.0,4.0,-24.0,-1.0,2.0,5.0,-28.0,-26.0,-2.0,-26.0,-24.0,-1.0,-2.0,-21.0,-21.0,3.0,-15.0,-1.0,4.0,-1.0,-2.0,5.0,1.0,6.0,4.0,4.0,6.0,10.0,11.0,12.0,10.0,13.0,0.0,32.0,2.0,31.0,4.0,41.0,3.0,34.0,7.0,2.0,34.0,1.0,27.0,-2.0,25.0,4.0,19.0,15.0,-3.0,11.0,0.0,1.0,2.0,-3.0,1.0,-1.0,-3.0,-4.0,-2.0,-4.0,-8.0,-3.0,-14.0,0.0,-10.0,-2.0,-15.0,-2.0,-19.0,1668.57
98.0,32.0,6.0,-24.0,-5.0,-15.0,-8.0,-23.0,-13.0,-21.0,-10.0,-12.0,-28.0,-10.0,-25.0,-25.0,-26.0,-12.0,-7.0,-26.0,-9.0,-10.0,-21.0,-20.0,-6.0,-5.0,-16.0,-10.0,-11.0,-8.0,-3.0,-4.0,-5.0,-2.0,4.0,-7.0,8.0,-9.0,12.0,-10.0,18.0,20.0,-7.0,30.0,6.0,34.0,5.0,37.0,2.0,34.0,5.0,36.0,32.0,2.0,28.0,-2.0,24.0,2.0,20.0,-2.0,-1.0,14.0,2.0,2.0,6.0,-1.0,0.0,6.0,-3.0,3.0,-2.0,-6.0,-11.0,1.0,-14.0,-5.0,-13.0,-1.0,-15.0,-7.0,-17.0,-3.0,1668.58
94.0,-32.0,5.0,23.0,9.0,23.0,15.0,21.0,10.0,18.0,14.0,10.0,23.0,10.0,25.0,27.0,16.0,9.0,7.0,27.0,3.0,4.0,23.0,22.0,6.0,5.0,19.0,4.0,8.0,7.0,2.0,2.0,6.0,4.0,-8.0,15.0,-5.0,7.0,-14.0,10.0,-16.0,-19.0,10.0,-24.0,-20.0,-26.0,-20.0,-31.0,-14.0,-32.0,-18.0,-29.0,-32.0,-10.0,-26.0,-13.0,-21.0,-11.0,-21.0,-12.0,-7.0,-12.0,-2.0,-13.0,-4.0,-7.0,-2.0,-3.0,3.0,-1.0,7.0,12.0,7.0,0.0,13.0,2.0,15.0,0.0,10.0,7.0,16.0,11.0,1668.59
-98.0,-32.0,9.0,-2.0,-6.0,1.0,-8.0,1.0,-3.0,8.0,-3.0,-1.0,2.0,6.0,12.0,8.0,8.0,10.0,11.0,17.0,11.0,15.0,18.0,18.0,23.0,17.0,21.0,18.0,14.0,13.0,7.0,18.0,9.0,23.0,2.0,23.0,1.0,20.0,-3.0,21.0,-7.0,-7.0,14.0,10.0,6.0,10.0,4.0,3.0,5.0,12.0,-2.0,11.0,17.0,-7.0,15.0,-9.0,16.0,-7.0,14.0,-10.0,-20.0,19.0,-16.0,11.0,18.0,-25.0,19.0,-23.0,20.0,-29.0,7.0,9.0,6.0,-26.0,4.0,-15.0,8.0,-26.0,6.0,-22.0,0.0,-17.0,1668.6
98.0,32.0,6.0,5.0,4.0,0.0,-2.0,-1.0,5.0,2.0,-1.0,-4.0,-16.0,-4.0,-10.0,-6.0,-14.0,-4.0,-8.0,-24.0,-10.0,-3.0,-25.0,-28.0,-9.0,-8.0,-24.0,-19.0,-19.0,-10.0,-9.0,-19.0,-4.0,-16.0,-9.0,-15.0,-1.0,-25.0,-9.0,-17.0,-1.0,4.0,-16.0,-9.0,11.0,-1.0,9.0,3.0,14.0,9.0,7.0,-3.0,7.0,14.0,4.0,23.0,19.0,14.0,19.0,11.0,16.0,26.0,16.0,34.0,30.0,21.0,30.0,15.0,25.0,17.0,25.0,22.0,29.0,9.0,13.0,7.0,22.0,16.0,21.0,8.0,9.0,7.0,1668.62
-98.0,-32.0,9.0,4.0,-1.0,5.0,8.0,-7.0,4.0,-4.0,-5.0,-3.0,-6.0,-2.0,-7.0,-9.0,-20.0,-8.0,0.0,-18.0,-7.0,-4.0,-27.0,-23.0,-10.0,-7.0,-19.0,-12.0,-18.0,-17.0,-11.0,-14.0,-9.0,-14.0,-12.0,-17.0,-11.0,-16.0,-4.0,-14.0,0.0,2.0,-13.0,-10.0,-3.0,-6.0,-1.0,-5.0,4.0,-5.0,7.0,-5.0,-5.0,15.0,-14.0,20.0,1.0,22.0,-8.0,10.0,23.0,-8.0,22.0,-4.0,-4.0,23.0,1.0,23.0,7.0,26.0,3.0,9.0,9.0,22.0,7.0,12.0,11.0,17.0,6.0,15.0,6.0,11.0,1668.63
94.0,-32.0,5.0,-15.0,11.0,-12.0,11.0,-19.0,11.0,-14.0,13.0,12.0,-23.0,8.0,-23.0,-22.0,-21.0,11.0,13.0,-21.0,6.0,11.0,-22.0,-22.0,12.0,7.0,-21.0,7.0,-14.0,-14.0,-14.0,1.0,-11.0,-5.0,-8.0,-9.0,-5.0,-10.0,-1.0,-15.0,-1.0,3.0,-18.0,26.0,-19.0,30.0,-23.0,29.0,-28.0,29.0,-26.0,23.0,19.0,-24.0,20.0,-19.0,21.0,-19.0,11.0,-19.0,-14.0,5.0,-13.0,2.0,2.0,-5.0,0.0,-1.0,-2.0,-3.0,-1.0,-6.0,-12.0,13.0,-12.0,12.0,-7.0,15.0,-12.0,12.0,-10.0,13.0,1668.65
-34.0,-30.0,45.0,-20.0,2.0,-19.0,-2.0,-18.0,-3.0,-23.0,-4.0,-4.0,-23.0,-9.0,-22.0,-25.0,-22.0,-9.0,-6.0,-25.0,-6.0,-7.0,-23.0,-21.0,-10.0,-10.0,-19.0,-4.0,-13.0,-9.0,-7.0,-8.0,-2.0,-8.0,-2.0,-11.0,4.0,-13.0,8.0,-9.0,10.0,15.0,-16.0,30.0,9.0,36.0,1.0,38.0,2.0,40.0,0.0,34.0,31.0,-5.0,32.0,-6.0,24.0,-6.0,21.0,-4.0,0.0,9.0,-5.0,6.0,2.0,-1.0,1.0,1.0,-10.0,0.0,-13.0,-11.0,-10.0,4.0,-15.0,6.0,-16.0,4.0,-17.0,3.0,-23.0,6.0,1668.65
-98.0,-32.0,9.0,-1.0,17.0,-6.0,14.0,-17.0,19.0,-10.0,19.0,14.0,-15.0,17.0,-17.0,-18.0,-16.0,24.0,20.0,-17.0,21.0,21.0,-16.0,-12.0,19.0,15.0,-15.0,15.0,-14.0,-13.0,-16.0,-3.0,-7.0,-5.0,-9.0,-7.0,-4.0,-12.0,-3.0,-14.0,-6.0,-2.0,-21.0,11.0,-31.0,16.0,-37.0,10.0,-43.0,7.0,-38.0,13.0,2.0,-33.0,6.0,-24.0,7.0,-26.0,-2.0,-24.0,-14.0,-4.0,-13.0,0.0,-3.0,-3.0,-3.0,4.0,1.0,2.0,-1.0,-8.0,-6.0,17.0,-4.0,12.0,-4.0,16.0,1.0,17.0,-7.0,19.0,1668.66
-98.0,-32.0,9.0,21.0,-1.0,19.0,-4.0,27.0,-1.0,27.0,-9.0,-5.0,27.0,-6.0,25.0,27.0,31.0,0.0,3.0,29.0,0.0,1.0,31.0,30.0,1.0,-2.0,20.0,5.0,17.0,18.0,13.0,6.0,6.0,11.0,5.0,14.0,-1.0,10.0,-5.0,15.0,-10.0,-12.0,18.0,-36.0,-5.0,-40.0,-1.0,-42.0,6.0,-41.0,4.0,-41.0,-36.0,8.0,-31.0,9.0,-29.0,5.0,-22.0,9.0,5.0,-16.0,0.0,-9.0,-4.0,-4.0,2.0,2.0,7.0,2.0,8.0,7.0,17.0,-10.0,14.0,-5.0,17.0,-7.0,18.0,-7.0,18.0,-12.0,1668.66
-34.0,-30.0,45.0,-20.0,-9.0,-12.0,-15.0,-12.0,-15.0,-16.0,-15.0,-14.0,-18.0,-21.0,-14.0,-14.0,-21.0,-21.0,-23.0,-20.0,-24.0,-18.0,-17.0,-17.0,-16.0,-17.0,-11.0,-13.0,-6.0,-9.0,-1.0,-15.0,2.0,-10.0,5.0,-7.0,8.0,-6.0,13.0,-4.0,16.0,18.0,-4.0,20.0,24.0,28.0,20.0,31.0,21.0,31.0,17.0,34.0,27.0,14.0,24.0,12.0,22.0,9.0,21.0,8.0,7.0,14.0,7.0,6.0,2.0,0.0,-1.0,-3.0,-3.0,-6.0,-8.0,-11.0,-9.0,-5.0,-14.0,-6.0,-16.0,-5.0,-14.0,-4.0,-12.0,-7.0,1668.67
94.0,-32.0,5.0,-32.0,32.0,-18.0,44.0,-13.0,34.0,-29.0,32.0,17.0,-29.0,28.0,-27.0,-33.0,-28.0,33.0,24.0,-27.0,31.0,25.0,-39.0,-24.0,36.0,28.0,-29.0,19.0,-28.0,-29.0,-20.0,12.0,-18.0,-2.0,-19.0,-13.0,-12.0,-15.0,-6.0,-24.0,-10.0,-10.0,-40.0,15.0,-61.0,16.0,-57.0,3.0,-61.0,16.0,-61.0,5.0,5.0,-58.0,1.0,-50.0,4.0,-40.0,3.0,-44.0,-32.0,-13.0,-23.0,-2.0,-4.0,2.0,-9.0,-6.0,-1.0,10.0,-1.0,-2.0,-8.0,19.0,-5.0,24.0,0.0,22.0,-8.0,18.0,1.0,36.0,1668.67
-98.0,-32.0,9.0,-27.0,29.0,-33.0,14.0,-36.0,20.0,-41.0,17.0,-5.0,-37.0,-10.0,-54.0,-29.0,-45.0,7.0,2.0,-47.0,15.0,10.0,-46.0,-42.0,6.0,7.0,-32.0,-2.0,-29.0,-26.0,-17.0,-16.0,-12.0,-13.0,-1.0,-14.0,-3.0,-28.0,2.0,-24.0,11.0,20.0,-35.0,51.0,-2.0,60.0,-1.0,61.0,-8.0,66.0,-13.0,54.0,63.0,-18.0,42.0,-20.0,43.0,-16.0,34.0,-24.0,-11.0,13.0,-9.0,9.0,6.0,-7.0,-1.0,-7.0,-11.0,4.0,-11.0,-12.0,-10.0,11.0,-25.0,11.0,-23.0,26.0,-29.0,26.0,-19.0,11.0,1668.68
126.0,-31.0,23.0,26.0,15.0,34.0,12.0,30.0,22.0,29.0,21.0,35.0,20.0,38.0,28.0,16.0,23.0,43.0,40.0,32.0,37.0,46.0,30.0,13.0,32.0,28.0,12.0,26.0,11.0,1.0,3.0,11.0,-10.0,16.0,-21.0,19.0,-12.0,9.0,-28.0,3.0,-26.0,-36.0,3.0,-43.0,-41.0,-52.0,-44.0,-53.0,-37.0,-53.0,-37.0,-49.0,-45.0,-25.0,-41.0,-33.0,-41.0,-24.0,-30.0,-19.0,-16.0,-28.0,-10.0,-18.0,-3.0,5.0,2.0,8.0,2.0,1.0,8.0,16.0,16.0,13.0,26.0,18.0,18.0,12.0,23.0,8.0,35.0,19.0,1668.68
-98.0,-32.0,9.0,-1.0,-31.0,7.0,-36.0,24.0,-27.0,8.0,-35.0,-25.0,6.0,-42.0,12.0,16.0,11.0,-38.0,-48.0,21.0,-49.0,-44.0,17.0,12.0,-35.0,-37.0,9.0,-33.0,9.0,18.0,20.0,-10.0,12.0,-8.0,19.0,-8.0,14.0,7.0,19.0,12.0,18.0,26.0,27.0,-39.0,45.0,-43.0,49.0,-23.0,56.0,-35.0,46.0,-27.0,-23.0,55.0,-19.0,39.0,-24.0,37.0,-6.0,36.0,32.0,-5.0,25.0,-2.0,1.0,17.0,-2.0,1.0,-4.0,-17.0,-5.0,6.0,7.0,-28.0,0.0,-20.0,3.0,-29.0,8.0,-18.0,8.0,-21.0,1668.69
-98.0,-32.0,9.0,-48.0,18.0,-20.0,2.0,-34.0,0.0,-54.0,1.0,6.0,-48.0,10.0,-50.0,-37.0,-49.0,9.0,1.0,-46.0,5.0,5.0,-44.0,-29.0,1.0,-4.0,-31.0,2.0,-28.0,-20.0,-16.0,-8.0,-17.0,-17.0,0.0,-20.0,1.0,-21.0,4.0,-22.0,12.0,14.0,-26.0,50.0,-6.0,59.0,-15.0,62.0,-20.0,58.0,-19.0,56.0,50.0,-29.0,42.0,-20.0,37.0,-27.0,34.0,-22.0,-17.0,24.0,-12.0,24.0,9.0,-4.0,-6.0,4.0,-10.0,10.0,-4.0,-10.0,-10.0,5.0,-9.0,20.0,-18.0,15.0,-11.0,2.0,-16.0,10.0,1668.7
-98.0,-32.0,9.0,-3.0,19.0,1.0,18.0,0.0,21.0,-1.0,24.0,27.0,2.0,23.0,-4.0,1.0,-1.0,27.0,24.0,-3.0,24.0,32.0,-3.0,-5.0,23.0,18.0,-6.0,18.0,-8.0,-7.0,-11.0,4.0,-7.0,1.0,-8.0,-4.0,-9.0,-4.0,-8.0,-12.0,-8.0,-7.0,-17.0,15.0,-29.0,10.0,-31.0,9.0,-32.0,8.0,-34.0,5.0,4.0,-29.0,1.0,-29.0,4.0,-26.0,-1.0,-25.0,-17.0,-1.0,-14.0,3.0,-1.0,-2.0,-1.0,-2.0,-1.0,0.0,-2.0,2.0,-1.0,11.0,-1.0,14.0,-1.0,11.0,2.0,15.0,3.0,15.0,1668.75
-109.0,49.0,25.0,17.0,-12.0,19.0,-11.0,19.0,-10.0,25.0,-7.0,-9.0,27.0,-12.0,27.0,32.0,25.0,-11.0,-9.0,31.0,-10.0,-10.0,29.0,24.0,-4.0,-9.0,18.0,-4.0,18.0,11.0,14.0,2.0,0.0,7.0,1.0,9.0,-10.0,12.0,-9.0,13.0,-14.0,-17.0,17.0,-33.0,11.0,-36.0,11.0,-33.0,15.0,-37.0,13.0,-32.0,-28.0,14.0,-29.0,14.0,-27.0,17.0,-24.0,14.0,10.0,-12.0,8.0,-14.0,-9.0,6.0,-5.0,0.0,1.0,-2.0,9.0,4.0,10.0,-10.0,12.0,-11.0,12.0,-11.0,11.0,-11.0,9.0,-11.0,1668.75
127.0,-15.0,23.0,10.0,-21.0,9.0,-15.0,10.0,-25.0,12.0,-20.0,-20.0,17.0,-22.0,13.0,15.0,13.0,-22.0,-21.0,15.0,-26.0,-23.0,13.0,11.0,-18.0,-18.0,10.0,-12.0,12.0,9.0,7.0,-2.0,11.0,-2.0,0.0,2.0,1.0,11.0,0.0,11.0,-1.0,-2.0,20.0,-24.0,21.0,-22.0,21.0,-19.0,30.0,-17.0,30.0,-15.0,-20.0,27.0,-13.0,25.0,-13.0,19.0,-9.0,17.0,15.0,-5.0,10.0,-3.0,-5.0,2.0,-4.0,-1.0,-3.0,1.0,2.0,3.0,6.0,-7.0,5.0,-15.0,9.0,-11.0,3.0,-15.0,8.0,-18.0,1668.76
-34.0,-30.0,45.0,-36.0,17.0,-49.0,-5.0,-43.0,25.0,-28.0,-7.0,0.0,-49.0,-1.0,-40.0,-40.0,-55.0,0.0,-3.0,-49.0,7.0,3.0,-45.0,-40.0,-5.0,-6.0,-28.0,-10.0,-25.0,-16.0,-11.0,-9.0,-7.0,-14.0,7.0,-10.0,15.0,-11.0,21.0,-13.0,24.0,34.0,-10.0,52.0,18.0,58.0,10.0,68.0,7.0,56.0,7.0,58.0,55.0,3.0,46.0,-5.0,42.0,0.0,46.0,-2.0,9.0,30.0,-6.0,14.0,14.0,-1.0,6.0,-7.0,-4.0,7.0,-12.0,-15.0,-12.0,-3.0,-12.0,9.0,-15.0,5.0,-35.0,0.0,-23.0,7.0,1668.77
-98.0,-32.0,9.0,18.0,28.0,28.0,35.0,25.0,26.0,6.0,36.0,40.0,23.0,55.0,14.0,18.0,12.0,43.0,40.0,20.0,41.0,39.0,21.0,20.0,32.0,32.0,18.0,24.0,5.0,-6.0,-9.0,11.0,-16.0,7.0,-17.0,6.0,-13.0,0.0,-24.0,-10.0,-26.0,-27.0,-14.0,16.0,-58.0,9.0,-62.0,10.0,-64.0,10.0,-58.0,4.0,-8.0,-60.0,-4.0,-56.0,2.0,-42.0,-4.0,-36.0,-33.0,-2.0,-28.0,3.0,-5.0,-17.0,2.0,0.0,6.0,-5.0,5.0,4.0,8.0,16.0,-1.0,23.0,2.0,6.0,12.0,24.0,1.0,30.0,1668.77
94.0,-32.0,5.0,19.0,-34.0,22.0,-24.0,32.0,-18.0,28.0,-35.0,-44.0,22.0,-39.0,40.0,21.0,35.0,-28.0,-38.0,29.0,-38.0,-38.0,35.0,26.0,-36.0,-24.0,23.0,-17.0,20.0,14.0,17.0,-2.0,10.0,9.0,-1.0,10.0,0.0,14.0,2.0,22.0,-2.0,-10.0,29.0,-50.0,39.0,-48.0,43.0,-42.0,50.0,-41.0,39.0,-42.0,-38.0,41.0,-35.0,45.0,-33.0,31.0,-23.0,31.0,26.0,-14.0,21.0,-9.0,-16.0,7.0,9.0,-2.0,5.0,-9.0,-2.0,9.0,22.0,-16.0,3.0,-30.0,18.0,-20.0,14.0,-24.0,10.0,-37.0,1668.78
-34.0,-32.0,13.0,42.0,-17.0,50.0,2.0,38.0,-4.0,29.0,-9.0,1.0,62.0,1.0,38.0,40.0,50.0,-9.0,0.0,55.0,-1.0,-7.0,43.0,33.0,-4.0,-5.0,26.0,1.0,17.0,15.0,3.0,7.0,2.0,6.0,-13.0,12.0,-14.0,13.0,-27.0,22.0,-20.0,-30.0,14.0,-43.0,-33.0,-51.0,-26.0,-52.0,-28.0,-53.0,-31.0,-51.0,-52.0,-15.0,-54.0,-21.0,-43.0,-8.0,-30.0,-12.0,-10.0,-22.0,-11.0,-12.0,-13.0,-7.0,0.0,-4.0,-7.0,3.0,-1.0,12.0,13.0,4.0,31.0,-2.0,24.0,-6.0,29.0,13.0,22.0,6.0,1668.78
-14.0,32.0,15.0,20.0,5.0,21.0,15.0,18.0,17.0,14.0,5.0,20.0,12.0,19.0,9.0,11.0,21.0,19.0,9.0,18.0,21.0,17.0,13.0,14.0,15.0,16.0,8.0,12.0,5.0,2.0,-2.0,10.0,-5.0,2.0,-10.0,3.0,-7.0,0.0,-14.0,-4.0,-18.0,-19.0,-8.0,-12.0,-33.0,-13.0,-34.0,-17.0,-35.0,-26.0,-32.0,-19.0,-17.0,-23.0,-19.0,-24.0,-11.0,-17.0,-9.0,-15.0,-14.0,-5.0,-8.0,-2.0,-3.0,-3.0,-1.0,-3.0,-1.0,1.0,3.0,4.0,2.0,7.0,13.0,7.0,12.0,6.0,5.0,11.0,6.0,12.0,1668.79
94.0,-32.0,5.0,-45.0,3.0,-24.0,-7.0,-33.0,-10.0,-41.0,4.0,-16.0,-49.0,-14.0,-40.0,-34.0,-36.0,-15.0,-19.0,-36.0,-13.0,-16.0,-40.0,-33.0,-23.0,-14.0,-26.0,-10.0,-11.0,-4.0,6.0,-6.0,10.0,-6.0,11.0,-9.0,16.0,-4.0,25.0,4.0,28.0,33.0,11.0,51.0,16.0,63.0,13.0,56.0,8.0,59.0,5.0,59.0,51.0,9.0,53.0,7.0,47.0,9.0,35.0,2.0,11.0,26.0,0.0,14.0,2.0,0.0,10.0,7.0,2.0,3.0,-7.0,-6.0,-27.0,9.0,-22.0,-16.0,-30.0,-9.0,-17.0,-2.0,-28.0,-13.0,1668.79
20.0,65.0,17.0,-9.0,-34.0,-3.0,-37.0,-9.0,-36.0,-5.0,-36.0,-54.0,-22.0,-41.0,-8.0,-18.0,-15.0,-39.0,-39.0,-12.0,-44.0,-39.0,-13.0,-16.0,-37.0,-29.0,-7.0,-33.0,-3.0,0.0,9.0,-14.0,10.0,0.0,12.0,3.0,15.0,14.0,24.0,14.0,26.0,25.0,22.0,2.0,57.0,8.0,60.0,6.0,67.0,13.0,66.0,11.0,6.0,57.0,15.0,51.0,16.0,47.0,9.0,43.0,33.0,-5.0,16.0,3.0,1.0,7.0,0.0,-2.0,1.0,-9.0,-10.0,-13.0,-6.0,-20.0,-15.0,-17.0,-17.0,-37.0,-17.0,-24.0,-21.0,-35.0,1668.8
94.0,-31.0,21.0,1.0,21.0,-3.0,17.0,0.0,23.0,11.0,25.0,25.0,11.0,24.0,0.0,3.0,8.0,24.0,26.0,6.0,25.0,16.0,5.0,9.0,13.0,16.0,6.0,16.0,-2.0,-4.0,-2.0,4.0,-8.0,1.0,-12.0,3.0,-10.0,-7.0,-17.0,-7.0,-19.0,-16.0,-10.0,19.0,-27.0,21.0,-30.0,13.0,-32.0,17.0,-34.0,17.0,12.0,-28.0,12.0,-30.0,10.0,-31.0,6.0,-25.0,-12.0,4.0,-19.0,2.0,5.0,-2.0,8.0,-4.0,2.0,7.0,3.0,0.0,6.0,5.0,0.0,10.0,3.0,15.0,5.0,17.0,-1.0,14.0,1668.8
127.0,-15.0,23.0,-10.0,4.0,-22.0,-13.0,1.0,-7.0,12.0,-7.0,-12.0,9.0,7.0,13.0,6.0,16.0,-6.0,-13.0,20.0,-6.0,2.0,20.0,26.0,-13.0,-2.0,27.0,0.0,22.0,22.0,23.0,6.0,19.0,11.0,12.0,12.0,13.0,16.0,10.0,13.0,6.0,10.0,12.0,12.0,-4.0,7.0,-17.0,6.0,-11.0,-2.0,-13.0,-1.0,-1.0,-20.0,-8.0,-20.0,-11.0,-25.0,-17.0,-16.0,-14.0,-30.0,-16.0,-15.0,-21.0,-13.0,-25.0,-16.0,-30.0,-27.0,-27.0,-28.0,-32.0,-12.0,-17.0,-8.0,-16.0,-18.0,-27.0,-2.0,-16.0,-5.0,1668.81
-126.0,32.0,8.0,-3.0,11.0,-5.0,5.0,1.0,-11.0,8.0,-1.0,-5.0,10.0,-22.0,13.0,2.0,1.0,-23.0,-18.0,8.0,-23.0,-25.0,10.0,6.0,-28.0,-26.0,13.0,-22.0,21.0,16.0,23.0,-16.0,15.0,-13.0,22.0,-5.0,18.0,1.0,19.0,1.0,13.0,14.0,6.0,-2.0,-19.0,-11.0,-9.0,-5.0,-8.0,-19.0,-7.0,-18.0,-20.0,1.0,-27.0,3.0,-17.0,-7.0,-22.0,3.0,-3.0,-28.0,12.0,-28.0,-34.0,6.0,-29.0,19.0,-34.0,15.0,-28.0,-32.0,-17.0,14.0,-17.0,17.0,-19.0,13.0,-23.0,2.0,-11.0,14.0,1668.82
-98.0,-32.0,9.0,-21.0,5.0,-19.0,6.0,-22.0,6.0,-24.0,8.0,12.0,-24.0,-7.0,-20.0,-23.0,-31.0,6.0,6.0,-21.0,12.0,6.0,-19.0,-21.0,5.0,5.0,-20.0,4.0,-16.0,-14.0,-5.0,0.0,-8.0,-5.0,-2.0,-9.0,-2.0,-16.0,3.0,-10.0,6.0,11.0,-18.0,27.0,-12.0,28.0,-13.0,30.0,-15.0,31.0,-17.0,27.0,27.0,-18.0,22.0,-19.0,20.0,-16.0,18.0,-16.0,-10.0,11.0,-11.0,10.0,4.0,-2.0,2.0,2.0,-4.0,-2.0,-7.0,-7.0,-7.0,8.0,-8.0,11.0,-10.0,14.0,-13.0,13.0,-9.0,11.0,1668.85
-25.0,113.0,30.0,-15.0,2.0,-19.0,8.0,-25.0,-2.0,-18.0,13.0,7.0,-23.0,2.0,-12.0,-19.0,-22.0,9.0,9.0,-28.0,16.0,5.0,-23.0,-17.0,3.0,5.0,-20.0,7.0,-19.0,-11.0,-13.0,-8.0,-5.0,-5.0,-2.0,-10.0,2.0,-11.0,4.0,-13.0,5.0,6.0,-22.0,23.0,-18.0,26.0,-15.0,25.0,-19.0,22.0,-23.0,24.0,22.0,-22.0,20.0,-18.0,23.0,-15.0,10.0,-19.0,-8.0,9.0,-16.0,0.0,8.0,-8.0,-6.0,-6.0,0.0,5.0,-5.0,-5.0,-8.0,7.0,-6.0,17.0,-9.0,9.0,-15.0,9.0,-16.0,11.0,1668.86
-5.0,-79.0,31.0,40.0,-11.0,36.0,-2.0,43.0,-6.0,26.0,1.0,-14.0,49.0,2.0,35.0,48.0,40.0,-15.0,-7.0,40.0,-18.0,-15.0,36.0,43.0,-13.0,-10.0,25.0,-5.0,22.0,27.0,22.0,1.0,12.0,6.0,7.0,10.0,8.0,19.0,-5.0,24.0,-2.0,-10.0,33.0,-51.0,-13.0,-52.0,-14.0,-58.0,-6.0,-63.0,-8.0,-52.0,-51.0,6.0,-50.0,9.0,-50.0,9.0,-40.0,-4.0,6.0,-29.0,8.0,-16.0,-8.0,7.0,0.0,-3.0,6.0,0.0,12.0,17.0,17.0,-9.0,9.0,-14.0,19.0,-14.0,21.0,-11.0,30.0,-14.0,1668.86
