subcarrier_0,subcarrier_1,subcarrier_2,subcarrier_4,subcarrier_5,subcarrier_6,subcarrier_7,subcarrier_8,subcarrier_9,subcarrier_10,subcarrier_11,subcarrier_13,subcarrier_14,subcarrier_15,subcarrier_16,subcarrier_18,subcarrier_20,subcarrier_21,subcarrier_23,subcarrier_24,subcarrier_25,subcarrier_27,subcarrier_28,subcarrier_30,subcarrier_31,subcarrier_33,subcarrier_34,subcarrier_35,subcarrier_36,subcarrier_38,subcarrier_40,subcarrier_41,subcarrier_42,subcarrier_43,subcarrier_44,subcarrier_45,subcarrier_46,subcarrier_47,subcarrier_48,subcarrier_49,subcarrier_50,subcarrier_52,subcarrier_53,subcarrier_76,subcarrier_79,subcarrier_80,subcarrier_81,subcarrier_84,subcarrier_85,subcarrier_86,subcarrier_87,subcarrier_90,subcarrier_92,subcarrier_93,subcarrier_94,subcarrier_95,subcarrier_96,subcarrier_97,subcarrier_98,subcarrier_99,subcarrier_101,subcarrier_102,subcarrier_103,subcarrier_104,subcarrier_106,subcarrier_107,subcarrier_108,subcarrier_109,subcarrier_110,subcarrier_111,subcarrier_112,subcarrier_114,subcarrier_116,subcarrier_119,subcarrier_120,subcarrier_121,subcarrier_122,subcarrier_123,subcarrier_124,subcarrier_125,subcarrier_126,subcarrier_127,timestamp
108.0,-64.0,6.0,-21.0,4.0,-23.0,-1.0,-22.0,1.0,-20.0,1.0,-1.0,-18.0,2.0,-19.0,-19.0,-19.0,-1.0,1.0,-17.0,-1.0,-2.0,-16.0,-13.0,-3.0,-3.0,-8.0,-4.0,-5.0,6.0,2.0,-5.0,4.0,-1.0,8.0,-3.0,17.0,-3.0,15.0,-4.0,19.0,21.0,-1.0,18.0,24.0,17.0,26.0,26.0,29.0,25.0,31.0,22.0,19.0,27.0,25.0,23.0,17.0,19.0,19.0,17.0,18.0,13.0,20.0,6.0,8.0,6.0,2.0,5.0,-5.0,5.0,-6.0,-10.0,-12.0,5.0,-12.0,5.0,-14.0,-1.0,-17.0,-4.0,-20.0,6.0,1663.87
94.0,-32.0,5.0,-12.0,18.0,-11.0,18.0,-14.0,14.0,-20.0,13.0,18.0,-13.0,13.0,-16.0,-12.0,-18.0,11.0,11.0,-13.0,13.0,12.0,-17.0,-13.0,6.0,6.0,-4.0,3.0,-2.0,1.0,1.0,-6.0,3.0,-7.0,5.0,-10.0,5.0,-17.0,9.0,-15.0,14.0,11.0,-19.0,26.0,16.0,29.0,17.0,42.0,14.0,39.0,12.0,37.0,41.0,12.0,34.0,9.0,33.0,16.0,25.0,12.0,11.0,19.0,9.0,13.0,13.0,9.0,11.0,6.0,2.0,9.0,-1.0,1.0,-10.0,9.0,-12.0,12.0,-13.0,12.0,-13.0,16.0,-14.0,11.0,1663.88
-18.0,-32.0,14.0,6.0,14.0,6.0,12.0,1.0,15.0,6.0,18.0,12.0,7.0,16.0,10.0,13.0,10.0,9.0,16.0,4.0,13.0,13.0,5.0,4.0,7.0,7.0,-2.0,14.0,1.0,-5.0,-5.0,6.0,-3.0,3.0,-10.0,-2.0,-11.0,-7.0,-13.0,-6.0,-19.0,-14.0,-9.0,23.0,-21.0,23.0,-23.0,23.0,-29.0,20.0,-36.0,22.0,21.0,-27.0,18.0,-28.0,17.0,-24.0,16.0,-20.0,-20.0,10.0,-18.0,12.0,6.0,-6.0,8.0,-5.0,7.0,-2.0,9.0,1.0,3.0,5.0,6.0,6.0,4.0,11.0,7.0,16.0,5.0,10.0,1663.93
2.0,33.0,16.0,7.0,18.0,14.0,15.0,13.0,19.0,4.0,13.0,16.0,10.0,9.0,13.0,13.0,9.0,13.0,12.0,8.0,15.0,12.0,3.0,5.0,8.0,9.0,1.0,4.0,1.0,-6.0,-9.0,1.0,-6.0,-3.0,-8.0,1.0,-14.0,-8.0,-19.0,-8.0,-21.0,-19.0,-7.0,22.0,-29.0,19.0,-29.0,23.0,-35.0,26.0,-41.0,18.0,23.0,-34.0,25.0,-31.0,16.0,-29.0,15.0,-25.0,-22.0,7.0,-13.0,15.0,8.0,-9.0,10.0,-14.0,4.0,0.0,6.0,6.0,5.0,7.0,-1.0,11.0,7.0,8.0,4.0,15.0,8.0,14.0,1663.94
-82.0,-32.0,10.0,-3.0,-25.0,-5.0,-21.0,-6.0,-26.0,-6.0,-19.0,-27.0,-6.0,-22.0,-4.0,-4.0,-6.0,-19.0,-17.0,-9.0,-21.0,-14.0,-9.0,5.0,-6.0,-7.0,0.0,-8.0,1.0,4.0,8.0,-2.0,10.0,-1.0,15.0,-1.0,12.0,0.0,13.0,10.0,14.0,17.0,15.0,-28.0,-9.0,-33.0,-7.0,-43.0,-8.0,-46.0,-2.0,-42.0,-36.0,-3.0,-35.0,2.0,-40.0,4.0,-30.0,-3.0,-2.0,-22.0,-4.0,-20.0,-13.0,-2.0,-5.0,-4.0,-9.0,-6.0,-2.0,-3.0,-2.0,-14.0,2.0,-12.0,6.0,-7.0,-5.0,-19.0,3.0,-19.0,1663.94
-62.0,32.0,12.0,-3.0,-18.0,2.0,-16.0,0.0,-20.0,-3.0,-23.0,-15.0,-2.0,-18.0,5.0,0.0,4.0,-19.0,-20.0,5.0,-23.0,-19.0,7.0,-1.0,-12.0,-11.0,-1.0,-10.0,4.0,3.0,7.0,-4.0,5.0,9.0,3.0,4.0,4.0,12.0,5.0,12.0,4.0,10.0,22.0,-31.0,21.0,-32.0,22.0,-37.0,27.0,-35.0,25.0,-37.0,-30.0,23.0,-28.0,22.0,-28.0,19.0,-21.0,19.0,11.0,-23.0,9.0,-18.0,-11.0,3.0,-10.0,2.0,-2.0,-3.0,-6.0,-2.0,-7.0,-9.0,-6.0,-11.0,1.0,-12.0,3.0,-14.0,2.0,-15.0,1663.95
-66.0,-32.0,11.0,9.0,-17.0,13.0,-13.0,8.0,-12.0,15.0,-12.0,-7.0,13.0,-11.0,8.0,6.0,7.0,-13.0,-10.0,8.0,-11.0,-13.0,10.0,-1.0,-15.0,-9.0,6.0,-3.0,4.0,4.0,3.0,2.0,4.0,11.0,2.0,12.0,5.0,18.0,1.0,13.0,-3.0,4.0,22.0,-24.0,-24.0,-23.0,-23.0,-29.0,-23.0,-31.0,-23.0,-31.0,-28.0,-25.0,-27.0,-23.0,-20.0,-17.0,-26.0,-17.0,-13.0,-12.0,-12.0,-12.0,-4.0,-13.0,-10.0,-9.0,-6.0,-4.0,0.0,0.0,4.0,-3.0,11.0,-10.0,11.0,-9.0,8.0,-9.0,8.0,-12.0,1663.96
-46.0,32.0,13.0,-20.0,5.0,-18.0,-1.0,-20.0,3.0,-16.0,4.0,3.0,-18.0,4.0,-17.0,-21.0,-17.0,6.0,2.0,-18.0,2.0,5.0,-13.0,-14.0,3.0,0.0,-8.0,2.0,-8.0,0.0,1.0,-3.0,6.0,-7.0,5.0,-9.0,7.0,-8.0,13.0,-13.0,13.0,14.0,-17.0,7.0,33.0,11.0,38.0,16.0,34.0,18.0,38.0,15.0,19.0,39.0,18.0,32.0,15.0,32.0,13.0,32.0,22.0,8.0,20.0,1.0,4.0,16.0,-2.0,10.0,-4.0,8.0,-6.0,-8.0,-8.0,2.0,-14.0,-2.0,-14.0,-2.0,-17.0,3.0,-14.0,-1.0,1663.96
100.0,64.0,6.0,11.0,-14.0,8.0,-14.0,12.0,-15.0,11.0,-9.0,-13.0,14.0,-10.0,15.0,13.0,8.0,-13.0,-17.0,5.0,-18.0,-15.0,5.0,8.0,-6.0,-7.0,3.0,-9.0,5.0,7.0,2.0,5.0,2.0,12.0,3.0,8.0,-2.0,13.0,0.0,15.0,-3.0,-4.0,15.0,-29.0,-19.0,-34.0,-22.0,-40.0,-16.0,-40.0,-14.0,-42.0,-40.0,-16.0,-36.0,-15.0,-33.0,-13.0,-31.0,-15.0,-12.0,-14.0,-16.0,-17.0,-7.0,-8.0,-8.0,-9.0,-5.0,-7.0,-3.0,1.0,2.0,-7.0,6.0,-12.0,12.0,-15.0,11.0,-12.0,13.0,-11.0,1663.97
-98.0,-32.0,9.0,13.0,-7.0,12.0,-5.0,12.0,-10.0,10.0,-4.0,-9.0,16.0,-14.0,14.0,14.0,13.0,-4.0,-6.0,14.0,-5.0,-7.0,10.0,11.0,-6.0,-1.0,7.0,-3.0,7.0,1.0,3.0,6.0,-1.0,6.0,-4.0,9.0,-5.0,15.0,-7.0,11.0,-9.0,-10.0,15.0,-15.0,-27.0,-20.0,-28.0,-24.0,-30.0,-24.0,-33.0,-26.0,-25.0,-26.0,-22.0,-23.0,-21.0,-17.0,-19.0,-19.0,-18.0,-15.0,-15.0,-7.0,-10.0,-8.0,-4.0,-12.0,4.0,-10.0,0.0,4.0,7.0,-2.0,5.0,-8.0,8.0,-8.0,10.0,-5.0,7.0,-8.0,1663.97
125.0,-48.0,7.0,-10.0,2.0,-22.0,-9.0,-21.0,-9.0,-22.0,-5.0,-14.0,-22.0,-2.0,-11.0,-21.0,-13.0,-6.0,-4.0,-17.0,-3.0,-5.0,-21.0,-20.0,3.0,-6.0,-6.0,-8.0,4.0,-4.0,3.0,-7.0,9.0,-14.0,7.0,-9.0,13.0,-6.0,16.0,-11.0,20.0,24.0,-7.0,-15.0,29.0,-18.0,34.0,-15.0,35.0,-16.0,39.0,-16.0,-15.0,45.0,-7.0,42.0,-14.0,42.0,-9.0,26.0,33.0,-7.0,22.0,-5.0,-10.0,14.0,-9.0,7.0,-11.0,8.0,-14.0,-14.0,-8.0,-8.0,-13.0,-3.0,-12.0,-6.0,-17.0,-4.0,-18.0,-3.0,1663.98
105.0,-112.0,6.0,6.0,15.0,0.0,18.0,-6.0,16.0,-6.0,17.0,21.0,2.0,13.0,0.0,1.0,0.0,15.0,20.0,-3.0,15.0,15.0,-1.0,-3.0,13.0,7.0,-3.0,4.0,-2.0,-10.0,-6.0,1.0,-8.0,-2.0,-11.0,-5.0,-8.0,-14.0,-12.0,-14.0,-14.0,-15.0,-14.0,34.0,-3.0,39.0,-5.0,43.0,-11.0,39.0,-13.0,38.0,42.0,-12.0,30.0,-8.0,31.0,-8.0,25.0,-9.0,-10.0,23.0,-8.0,22.0,10.0,1.0,8.0,2.0,5.0,-1.0,7.0,1.0,3.0,10.0,0.0,14.0,-1.0,13.0,4.0,12.0,1.0,15.0,1663.98
94.0,-32.0,5.0,1.0,18.0,11.0,22.0,6.0,14.0,6.0,10.0,16.0,7.0,22.0,4.0,2.0,6.0,15.0,12.0,3.0,16.0,13.0,9.0,6.0,6.0,9.0,-5.0,6.0,2.0,-1.0,-5.0,1.0,-3.0,5.0,-14.0,-3.0,-9.0,-6.0,-16.0,-7.0,-15.0,-21.0,-15.0,30.0,-9.0,36.0,-10.0,41.0,-12.0,32.0,-12.0,33.0,31.0,-14.0,30.0,-16.0,26.0,-5.0,25.0,-14.0,-3.0,23.0,-8.0,13.0,13.0,-7.0,9.0,-1.0,6.0,1.0,9.0,2.0,3.0,12.0,0.0,10.0,2.0,14.0,1.0,8.0,6.0,14.0,1663.99
-45.0,49.0,29.0,-4.0,-4.0,-3.0,-10.0,2.0,1.0,9.0,3.0,-5.0,10.0,3.0,11.0,12.0,8.0,5.0,6.0,21.0,14.0,21.0,13.0,17.0,13.0,19.0,14.0,14.0,20.0,13.0,6.0,13.0,8.0,19.0,9.0,18.0,-1.0,12.0,4.0,20.0,-5.0,-5.0,14.0,9.0,6.0,7.0,1.0,11.0,-7.0,9.0,-4.0,12.0,9.0,-14.0,16.0,-18.0,20.0,-18.0,14.0,-15.0,-23.0,10.0,-25.0,7.0,7.0,-26.0,5.0,-23.0,8.0,-32.0,7.0,5.0,1.0,-26.0,-7.0,-24.0,-1.0,-20.0,-1.0,-17.0,3.0,-21.0,1664.02
-30.0,32.0,14.0,17.0,-1.0,14.0,1.0,19.0,3.0,19.0,5.0,2.0,14.0,6.0,18.0,12.0,14.0,-2.0,5.0,17.0,2.0,6.0,12.0,9.0,-3.0,1.0,5.0,0.0,1.0,-3.0,1.0,7.0,-8.0,2.0,-12.0,6.0,-11.0,1.0,-17.0,3.0,-20.0,-18.0,0.0,0.0,-32.0,-2.0,-35.0,-4.0,-39.0,-5.0,-41.0,-6.0,-6.0,-38.0,-10.0,-37.0,-10.0,-34.0,-5.0,-30.0,-28.0,-7.0,-22.0,0.0,2.0,-17.0,-1.0,-9.0,4.0,-10.0,7.0,4.0,10.0,4.0,12.0,-1.0,10.0,3.0,16.0,4.0,12.0,4.0,1664.04
-34.0,-30.0,45.0,9.0,14.0,8.0,21.0,8.0,15.0,11.0,18.0,15.0,5.0,13.0,15.0,11.0,14.0,17.0,14.0,12.0,9.0,7.0,6.0,3.0,7.0,8.0,2.0,9.0,1.0,-5.0,-5.0,-5.0,-9.0,-8.0,-8.0,-12.0,-9.0,-7.0,-13.0,-13.0,-15.0,-12.0,-14.0,18.0,-37.0,15.0,-29.0,21.0,-39.0,22.0,-43.0,19.0,15.0,-37.0,15.0,-35.0,14.0,-34.0,20.0,-27.0,-28.0,10.0,-21.0,13.0,8.0,-7.0,11.0,-7.0,11.0,-7.0,14.0,7.0,4.0,10.0,7.0,7.0,7.0,6.0,10.0,24.0,13.0,15.0,1664.04
-98.0,-32.0,9.0,9.0,-13.0,16.0,-15.0,14.0,-12.0,10.0,-9.0,-12.0,7.0,-11.0,8.0,11.0,9.0,-15.0,-13.0,12.0,-12.0,-15.0,8.0,4.0,-10.0,-5.0,6.0,-5.0,0.0,1.0,-1.0,4.0,-2.0,8.0,-3.0,16.0,-4.0,19.0,-1.0,12.0,-5.0,-6.0,18.0,-24.0,-16.0,-32.0,-19.0,-36.0,-19.0,-33.0,-20.0,-38.0,-38.0,-13.0,-32.0,-16.0,-28.0,-12.0,-29.0,-14.0,-11.0,-21.0,-8.0,-15.0,-13.0,-10.0,-9.0,-5.0,-1.0,-5.0,-1.0,5.0,7.0,-5.0,6.0,-11.0,7.0,-11.0,10.0,-13.0,19.0,-9.0,1664.05
94.0,-32.0,5.0,-15.0,-9.0,-17.0,-10.0,-16.0,-2.0,-16.0,-7.0,-4.0,-15.0,-7.0,-18.0,-17.0,-12.0,-1.0,-6.0,-16.0,1.0,-7.0,-12.0,-11.0,-3.0,-9.0,-4.0,-5.0,-4.0,3.0,2.0,-2.0,6.0,-2.0,7.0,-7.0,10.0,1.0,13.0,3.0,21.0,18.0,2.0,-4.0,26.0,-1.0,36.0,-4.0,40.0,-7.0,37.0,0.0,7.0,35.0,3.0,34.0,0.0,30.0,2.0,25.0,25.0,-3.0,20.0,2.0,-5.0,14.0,-1.0,7.0,-4.0,8.0,-6.0,-8.0,-12.0,-3.0,-9.0,-5.0,-13.0,-14.0,-8.0,-6.0,-15.0,-6.0,1664.06
120.0,-128.0,7.0,-8.0,-18.0,-5.0,-22.0,-6.0,-22.0,-5.0,-21.0,-17.0,-8.0,-17.0,-12.0,-1.0,-3.0,-14.0,-14.0,-3.0,-16.0,-15.0,-11.0,-5.0,-8.0,-4.0,-1.0,-8.0,2.0,4.0,4.0,10.0,10.0,8.0,7.0,12.0,4.0,13.0,6.0,14.0,9.0,7.0,19.0,-28.0,23.0,-28.0,29.0,-30.0,32.0,-24.0,30.0,-27.0,-28.0,33.0,-25.0,26.0,-24.0,28.0,-26.0,25.0,19.0,-18.0,15.0,-19.0,-10.0,10.0,-9.0,-3.0,-9.0,-8.0,-5.0,-3.0,-3.0,-4.0,-3.0,-14.0,5.0,-13.0,-9.0,-22.0,-4.0,-13.0,1664.06
120.0,-128.0,7.0,-19.0,7.0,-21.0,0.0,-23.0,7.0,-18.0,9.0,7.0,-20.0,9.0,-17.0,-16.0,-21.0,5.0,5.0,-12.0,6.0,8.0,-11.0,-12.0,7.0,1.0,-3.0,2.0,-3.0,-3.0,0.0,-5.0,8.0,-6.0,8.0,-7.0,9.0,-14.0,10.0,-14.0,15.0,22.0,-16.0,19.0,28.0,17.0,36.0,24.0,30.0,26.0,35.0,29.0,24.0,31.0,25.0,26.0,24.0,31.0,19.0,22.0,26.0,11.0,16.0,9.0,2.0,15.0,2.0,6.0,1.0,8.0,-2.0,-10.0,-9.0,2.0,-10.0,-2.0,-16.0,2.0,-18.0,7.0,-23.0,2.0,1664.07
-116.0,-64.0,8.0,4.0,17.0,3.0,23.0,-3.0,18.0,1.0,17.0,15.0,2.0,17.0,7.0,2.0,-2.0,21.0,2.0,7.0,11.0,4.0,7.0,5.0,11.0,6.0,4.0,5.0,-3.0,-3.0,-10.0,-4.0,-4.0,-8.0,-8.0,-10.0,-13.0,-10.0,-10.0,-11.0,-13.0,-19.0,-18.0,31.0,0.0,36.0,-1.0,41.0,-5.0,41.0,2.0,40.0,34.0,-9.0,33.0,-6.0,35.0,-7.0,28.0,-5.0,1.0,19.0,-2.0,19.0,10.0,1.0,10.0,0.0,4.0,3.0,3.0,5.0,-1.0,11.0,4.0,8.0,-2.0,12.0,-5.0,17.0,0.0,17.0,1664.07
-116.0,-64.0,8.0,10.0,22.0,10.0,17.0,3.0,13.0,1.0,20.0,20.0,3.0,20.0,5.0,10.0,7.0,17.0,17.0,10.0,13.0,14.0,4.0,2.0,7.0,5.0,3.0,1.0,-2.0,-1.0,-11.0,-4.0,-9.0,-8.0,-12.0,-7.0,-9.0,-10.0,-12.0,-15.0,-20.0,-15.0,-15.0,27.0,-27.0,31.0,-23.0,22.0,-28.0,31.0,-32.0,33.0,32.0,-27.0,27.0,-33.0,26.0,-24.0,26.0,-30.0,-25.0,18.0,-13.0,11.0,10.0,-12.0,8.0,-5.0,7.0,1.0,6.0,4.0,2.0,12.0,3.0,12.0,7.0,9.0,1.0,22.0,3.0,15.0,1664.08
108.0,-64.0,6.0,10.0,10.0,10.0,8.0,12.0,18.0,14.0,12.0,10.0,14.0,8.0,8.0,12.0,11.0,12.0,10.0,10.0,11.0,14.0,7.0,8.0,0.0,5.0,2.0,6.0,-3.0,-2.0,-9.0,1.0,-10.0,-5.0,-8.0,-6.0,-12.0,-9.0,-15.0,-5.0,-20.0,-17.0,-7.0,17.0,-28.0,16.0,-31.0,20.0,-31.0,15.0,-37.0,17.0,14.0,-33.0,15.0,-28.0,14.0,-29.0,15.0,-29.0,-24.0,14.0,-18.0,5.0,5.0,-3.0,2.0,-5.0,5.0,-5.0,5.0,10.0,4.0,9.0,7.0,9.0,-1.0,16.0,6.0,15.0,6.0,14.0,1664.08
94.0,-32.0,5.0,15.0,10.0,15.0,7.0,16.0,2.0,22.0,3.0,7.0,17.0,3.0,14.0,13.0,9.0,2.0,5.0,8.0,1.0,8.0,7.0,13.0,-3.0,-3.0,-2.0,5.0,5.0,-8.0,-9.0,1.0,-9.0,0.0,-14.0,-6.0,-12.0,-3.0,-19.0,-5.0,-17.0,-22.0,-6.0,-4.0,-37.0,-6.0,-33.0,-10.0,-40.0,-16.0,-39.0,-13.0,-10.0,-37.0,-4.0,-41.0,-8.0,-31.0,-4.0,-35.0,-24.0,-5.0,-19.0,-2.0,3.0,-7.0,3.0,-9.0,1.0,-4.0,3.0,10.0,4.0,-3.0,7.0,1.0,11.0,8.0,12.0,7.0,16.0,6.0,1664.09
-39.0,-112.0,13.0,-3.0,6.0,-10.0,4.0,-7.0,-8.0,5.0,-7.0,-4.0,-2.0,-13.0,-2.0,-3.0,-1.0,-18.0,-20.0,-10.0,-20.0,-25.0,-13.0,-3.0,-30.0,-34.0,-4.0,-23.0,-5.0,1.0,0.0,-24.0,3.0,-23.0,5.0,-19.0,15.0,-18.0,12.0,-24.0,14.0,17.0,-10.0,4.0,-6.0,2.0,-16.0,-6.0,-15.0,-7.0,-12.0,-17.0,-16.0,-12.0,-14.0,-5.0,-20.0,-2.0,-23.0,3.0,-1.0,-27.0,0.0,-23.0,-32.0,0.0,-27.0,5.0,-29.0,9.0,-32.0,-32.0,-22.0,18.0,-26.0,19.0,-23.0,16.0,-11.0,13.0,-15.0,7.0,1664.16
-98.0,-32.0,9.0,-5.0,-6.0,4.0,2.0,-2.0,4.0,2.0,-2.0,13.0,4.0,-1.0,4.0,11.0,9.0,8.0,18.0,5.0,19.0,21.0,11.0,10.0,27.0,18.0,4.0,25.0,2.0,-1.0,-10.0,20.0,-12.0,15.0,-14.0,15.0,-8.0,14.0,-12.0,12.0,-12.0,-12.0,5.0,5.0,-7.0,14.0,-8.0,3.0,-14.0,2.0,-11.0,3.0,-9.0,-13.0,7.0,-28.0,-5.0,-24.0,1.0,-25.0,-21.0,1.0,-26.0,0.0,-5.0,-21.0,-13.0,-24.0,-10.0,-30.0,-4.0,-9.0,-7.0,-21.0,-14.0,-23.0,-9.0,-19.0,-8.0,-18.0,-9.0,-12.0,1664.17
-30.0,32.0,14.0,-6.0,-10.0,-8.0,-1.0,-1.0,5.0,1.0,3.0,-2.0,12.0,2.0,12.0,18.0,5.0,-3.0,7.0,22.0,6.0,6.0,24.0,27.0,9.0,9.0,22.0,14.0,20.0,17.0,17.0,18.0,6.0,19.0,10.0,26.0,13.0,21.0,8.0,19.0,7.0,-6.0,17.0,14.0,-5.0,10.0,-8.0,8.0,-6.0,7.0,-10.0,1.0,2.0,-16.0,0.0,-16.0,1.0,-18.0,5.0,-22.0,-23.0,-12.0,-17.0,-9.0,-10.0,-19.0,-11.0,-22.0,-8.0,-28.0,-14.0,-14.0,-15.0,-27.0,-10.0,-16.0,-21.0,-18.0,-15.0,-6.0,-14.0,-14.0,1664.21
124.0,-64.0,7.0,20.0,1.0,0.0,3.0,-1.0,-9.0,-11.0,9.0,5.0,-1.0,10.0,-7.0,-12.0,-5.0,17.0,22.0,-9.0,20.0,25.0,-7.0,-10.0,29.0,18.0,-18.0,23.0,-22.0,-16.0,-21.0,15.0,-24.0,13.0,-24.0,-1.0,-19.0,9.0,-25.0,-3.0,-17.0,-22.0,-8.0,-2.0,15.0,4.0,5.0,7.0,20.0,8.0,6.0,13.0,17.0,7.0,30.0,-5.0,22.0,1.0,29.0,-14.0,-4.0,25.0,-2.0,30.0,20.0,-7.0,31.0,-9.0,31.0,-15.0,33.0,34.0,33.0,-14.0,26.0,-9.0,26.0,-6.0,12.0,-12.0,18.0,-6.0,1664.21
108.0,-64.0,6.0,0.0,2.0,11.0,-12.0,4.0,-4.0,4.0,-2.0,12.0,-6.0,-2.0,3.0,-1.0,-3.0,12.0,19.0,-1.0,21.0,28.0,0.0,-12.0,24.0,31.0,-12.0,33.0,-6.0,-14.0,-10.0,26.0,-22.0,18.0,-12.0,14.0,-21.0,9.0,-19.0,3.0,-14.0,-22.0,2.0,2.0,7.0,2.0,3.0,6.0,3.0,7.0,2.0,21.0,15.0,-1.0,30.0,-4.0,21.0,-1.0,25.0,-4.0,-4.0,22.0,-1.0,36.0,24.0,-12.0,29.0,-21.0,20.0,-17.0,28.0,16.0,26.0,-21.0,20.0,-12.0,13.0,-20.0,13.0,-7.0,14.0,-10.0,1664.23
94.0,-32.0,5.0,-5.0,18.0,-9.0,18.0,-4.0,15.0,-7.0,20.0,15.0,-7.0,15.0,-6.0,-3.0,-6.0,19.0,14.0,-2.0,12.0,18.0,-6.0,-5.0,4.0,1.0,-2.0,-1.0,-6.0,-6.0,-1.0,-5.0,-3.0,-9.0,-3.0,-14.0,-1.0,-14.0,-1.0,-20.0,-2.0,-5.0,-26.0,32.0,-11.0,34.0,-15.0,41.0,-18.0,39.0,-15.0,41.0,35.0,-16.0,35.0,-19.0,29.0,-13.0,31.0,-14.0,-15.0,24.0,-8.0,19.0,16.0,-7.0,10.0,-1.0,5.0,-1.0,5.0,-2.0,-2.0,11.0,-5.0,7.0,-8.0,10.0,-3.0,17.0,-6.0,13.0,1664.24
108.0,-64.0,6.0,-19.0,8.0,-15.0,5.0,-13.0,6.0,-23.0,8.0,5.0,-18.0,5.0,-16.0,-18.0,-14.0,12.0,4.0,-15.0,6.0,10.0,-6.0,-10.0,4.0,5.0,-1.0,-1.0,5.0,0.0,4.0,-8.0,10.0,-6.0,3.0,-10.0,10.0,-14.0,9.0,-15.0,11.0,13.0,-18.0,23.0,26.0,26.0,26.0,37.0,24.0,34.0,25.0,33.0,31.0,24.0,31.0,19.0,28.0,18.0,22.0,15.0,21.0,18.0,15.0,11.0,6.0,15.0,6.0,8.0,4.0,9.0,-2.0,-8.0,-10.0,9.0,-15.0,8.0,-14.0,2.0,-17.0,3.0,-13.0,6.0,1664.25
-98.0,-32.0,9.0,-17.0,6.0,-11.0,4.0,-15.0,11.0,-11.0,10.0,10.0,-8.0,8.0,-7.0,-12.0,-10.0,9.0,9.0,-14.0,5.0,3.0,-4.0,-5.0,4.0,1.0,-4.0,4.0,0.0,-4.0,2.0,-7.0,5.0,-5.0,4.0,-12.0,4.0,-15.0,4.0,-17.0,3.0,5.0,-18.0,19.0,24.0,23.0,21.0,28.0,22.0,30.0,26.0,30.0,31.0,18.0,30.0,21.0,26.0,19.0,28.0,23.0,14.0,14.0,18.0,16.0,6.0,16.0,1.0,6.0,2.0,2.0,-10.0,-1.0,-7.0,4.0,-10.0,6.0,-14.0,2.0,-12.0,7.0,-14.0,0.0,1664.25
-39.0,-112.0,13.0,14.0,18.0,5.0,21.0,7.0,8.0,9.0,6.0,11.0,17.0,15.0,10.0,8.0,10.0,17.0,9.0,5.0,14.0,14.0,9.0,7.0,6.0,4.0,-2.0,-1.0,8.0,-5.0,-10.0,2.0,-12.0,-1.0,-12.0,-5.0,-11.0,-6.0,-18.0,-3.0,-15.0,-16.0,-11.0,21.0,-31.0,20.0,-35.0,19.0,-36.0,22.0,-42.0,14.0,16.0,-42.0,21.0,-45.0,16.0,-33.0,14.0,-31.0,-19.0,17.0,-25.0,15.0,10.0,-12.0,4.0,-4.0,14.0,-2.0,9.0,-2.0,7.0,10.0,12.0,11.0,8.0,9.0,8.0,7.0,5.0,15.0,1664.26
-61.0,48.0,12.0,2.0,-11.0,4.0,-12.0,3.0,-13.0,1.0,-21.0,-20.0,9.0,-18.0,-7.0,-2.0,0.0,-13.0,-18.0,7.0,-6.0,-12.0,-1.0,1.0,-14.0,-8.0,-5.0,-4.0,-1.0,-1.0,0.0,2.0,3.0,8.0,1.0,8.0,8.0,11.0,6.0,22.0,6.0,7.0,19.0,-33.0,4.0,-36.0,1.0,-45.0,7.0,-42.0,-1.0,-41.0,-40.0,4.0,-39.0,7.0,-34.0,5.0,-32.0,4.0,5.0,-19.0,1.0,-22.0,-22.0,-4.0,-9.0,-4.0,-8.0,3.0,-4.0,0.0,-4.0,-10.0,2.0,-19.0,0.0,-14.0,4.0,-10.0,10.0,-15.0,1664.26
94.0,-32.0,5.0,21.0,-3.0,16.0,-1.0,11.0,3.0,13.0,-4.0,-2.0,13.0,1.0,9.0,12.0,14.0,-6.0,0.0,13.0,-2.0,-9.0,11.0,13.0,0.0,3.0,8.0,0.0,-1.0,-2.0,-5.0,0.0,-15.0,-1.0,-17.0,5.0,-11.0,4.0,-19.0,2.0,-16.0,-21.0,9.0,-25.0,-16.0,-32.0,-22.0,-31.0,-21.0,-38.0,-17.0,-27.0,-28.0,-19.0,-28.0,-18.0,-24.0,-14.0,-21.0,-11.0,-12.0,-22.0,-18.0,-11.0,-5.0,-13.0,-3.0,-13.0,2.0,-7.0,4.0,0.0,9.0,-2.0,9.0,-6.0,10.0,-7.0,12.0,6.0,12.0,-4.0,1664.27
